account_id,customer_id,account_type,open_date,balance
2847,7438,saving,2015-07-02,19110.16
2848,3902,current,2017-07-27,68661.05
2849,3629,saving,2022-01-13,25770.05
2850,1769,saving,2022-06-29,16885.89
2851,5353,saving,2019-06-11,85067.61
2852,2902,fixed,2015-03-25,50247.92
2853,1542,current,2015-03-27,29696.38
2854,2092,saving,2019-10-09,40469.63
2855,9924,saving,2018-08-03,41317.08
2856,7743,current,2022-02-04,77003.44
2857,8284,saving,2017-07-29,88675.81
2858,4855,saving,2017-11-02,47566.28
2859,8923,saving,2018-11-01,32288.62
2860,5050,saving,2016-12-25,72726.47
2861,5558,fixed,2019-07-12,90531.13
2862,4433,saving,2016-09-09,11408.51
2863,8892,saving,2020-08-24,79681.18
2864,7988,saving,2016-12-25,55717.18
2865,5021,saving,2015-07-07,86760.51
2866,3015,saving,2021-03-31,51410.49
2867,6249,fixed,2020-03-23,86257.58
2868,2017,saving,2019-12-05,55448.4
2869,978,current,2017-01-04,14488.23
2870,4211,saving,2021-11-10,494.58
2871,7035,saving,2022-08-04,62001.37
2872,1259,saving,2021-01-01,59211.14
2873,1298,saving,2016-05-31,21022.39
2874,7398,saving,2022-01-24,85063.16
2875,6873,saving,2018-02-12,86776.03
2876,4130,current,2015-07-23,80417.85
2877,1733,saving,2020-05-01,93658.67
2878,2943,saving,2018-09-07,50666.33
2879,449,saving,2015-12-27,70230.65
2880,9430,saving,2018-02-23,90446.68
2881,4501,saving,2018-02-17,45624.81
2882,8525,saving,2015-08-02,61842.77
2883,6134,current,2020-01-23,51279.0
2884,166,saving,2016-10-03,98325.22
2885,4833,saving,2016-08-28,43762.93
2886,2775,fixed,2016-01-01,31703.18
2887,9892,saving,2018-05-13,62963.13
2888,9606,saving,2017-06-17,28069.57
2889,9639,current,2015-07-06,85756.69
2890,5021,current,2022-08-03,89223.71
2891,7749,fixed,2022-07-13,34507.04
2892,4745,current,2018-07-08,35836.98
2893,9880,saving,2022-11-21,8662.63
2894,447,fixed,2015-03-31,25588.92
2895,97,saving,2022-09-05,6789.96
2896,2427,fixed,2017-09-15,75723.24
2897,3258,saving,2021-09-06,18031.9
2898,4727,current,2018-03-19,7893.61
2899,6852,saving,2021-09-25,16432.33
2900,8695,saving,2019-01-07,37733.33
2901,8190,fixed,2015-10-20,42249.34
2902,8257,current,2019-01-29,89857.87
2903,6741,saving,2016-09-22,27961.08
2904,6715,saving,2015-06-19,71772.7
2905,662,fixed,2018-08-26,89491.04
2906,8673,saving,2018-12-20,85670.06
2907,6880,current,2017-06-08,19896.91
2908,4663,fixed,2017-12-26,27972.0
2909,7816,fixed,2020-10-04,5444.76
2910,3262,saving,2022-02-28,48329.07
2911,406,saving,2015-05-31,40527.94
2912,4861,fixed,2021-06-23,54530.38
2913,3561,saving,2018-08-31,45787.75
2914,7857,current,2017-09-10,73579.94
2915,9310,saving,2019-12-25,66983.64
2916,6691,saving,2017-09-03,42860.31
2917,5332,current,2020-08-15,3784.33
2918,3441,fixed,2015-07-08,34380.35
2919,742,current,2021-06-22,32418.18
2920,7182,current,2022-08-10,8935.8
2921,7732,current,2019-06-17,30423.47
2922,2922,fixed,2022-01-15,98736.54
2923,7375,saving,2018-04-01,82125.15
2924,7024,saving,2022-01-08,80163.83
2925,5562,saving,2016-12-15,84330.44
2926,5635,saving,2018-09-09,86505.11
2927,911,saving,2018-05-01,32535.56
2928,4703,fixed,2018-10-20,32226.09
2929,1419,saving,2022-03-10,33644.87
2930,5799,fixed,2016-10-28,81854.5
2931,7699,saving,2016-08-10,79731.3
2932,4039,saving,2017-02-11,1690.28
2933,3446,fixed,2017-05-03,94917.74
2934,132,current,2018-03-10,28556.6
2935,5863,fixed,2021-07-11,62614.02
2936,153,fixed,2017-05-07,63991.49
2937,2479,saving,2016-05-13,11338.42
2938,8675,fixed,2016-10-10,69574.94
2939,6117,saving,2021-02-01,53357.9
2940,305,saving,2017-03-10,61090.54
2941,2520,fixed,2017-04-30,44692.54
2942,6113,current,2017-11-25,80436.26
2943,993,current,2017-09-14,63516.06
2944,5648,saving,2020-12-30,19292.79
2945,7598,current,2016-10-10,75272.53
2946,8907,saving,2016-06-11,50256.24
2947,1710,fixed,2019-11-21,3727.47
2948,8019,saving,2019-03-08,39484.4
2949,9250,fixed,2020-08-15,40172.73
2950,471,fixed,2016-08-06,80143.35
2951,3466,saving,2022-06-13,23396.67
2952,8933,current,2015-08-12,45253.52
2953,3567,current,2020-03-16,5440.68
2954,8705,fixed,2021-07-31,88143.98
2955,5235,current,2020-01-25,44382.48
2956,3286,saving,2017-10-04,85659.33
2957,8552,saving,2017-11-25,67723.69
2958,285,saving,2016-06-29,31985.31
2959,3278,fixed,2020-04-05,71270.68
2960,2632,saving,2016-06-08,46884.99
2961,1758,saving,2019-10-04,34123.46
2962,5480,current,2017-12-16,66792.79
2963,9715,fixed,2020-07-14,77433.61
2964,5788,saving,2019-01-06,68861.24
2965,9438,saving,2018-08-31,46286.02
2966,9605,saving,2020-11-28,25930.84
2967,5450,saving,2018-08-23,81039.59
2968,4839,saving,2017-02-09,34664.74
2969,9609,fixed,2019-08-18,61295.54
2970,8550,saving,2019-10-08,11534.87
2971,3466,saving,2015-11-06,74027.81
2972,6049,saving,2015-04-04,95291.28
2973,6731,fixed,2022-10-20,44928.83
2974,4136,saving,2022-02-20,54835.77
2975,3142,saving,2017-12-14,89948.99
2976,4554,saving,2015-01-17,79529.82
2977,197,saving,2018-09-20,96228.01
2978,1875,current,2022-05-08,26606.49
2979,5831,saving,2022-08-28,46999.3
2980,6680,fixed,2019-05-16,45564.31
2981,7987,saving,2020-06-03,47310.19
2982,938,saving,2016-07-09,91312.58
2983,2195,current,2018-09-12,20551.5
2984,4126,saving,2018-02-25,89489.74
2985,6251,saving,2015-09-16,57112.68
2986,8582,saving,2022-07-23,53684.25
2987,8163,saving,2017-04-14,41649.98
2988,6550,fixed,2019-07-06,53964.41
2989,7179,current,2017-05-16,80329.02
2990,8539,saving,2017-06-22,49223.41
2991,8311,fixed,2021-09-23,77602.27
2992,8055,saving,2017-06-06,41663.68
2993,4616,fixed,2015-05-23,18289.59
2994,9431,saving,2020-04-08,41466.27
2995,2467,current,2021-09-10,72334.41
2996,8776,saving,2018-10-14,85175.19
2997,2760,current,2022-08-18,77162.52
2998,1709,saving,2022-05-19,37445.43
2999,5409,fixed,2022-10-20,57914.88
3000,6378,current,2022-07-22,36045.27
3001,6405,fixed,2018-01-19,70449.72
3002,7077,current,2019-09-18,43645.22
3003,6222,saving,2015-01-19,76483.73
3004,4838,current,2018-11-03,1279.62
3005,8864,current,2016-10-06,34015.35
3006,9964,saving,2022-10-02,87822.24
3007,1686,saving,2021-08-13,32354.49
3008,2486,saving,2019-09-01,39476.44
3009,9889,saving,2016-04-02,79073.16
3010,7941,fixed,2020-08-28,9461.58
3011,3602,current,2018-06-30,31189.25
3012,1454,current,2018-05-01,77446.74
3013,3207,current,2019-08-08,95701.75
3014,6713,saving,2016-11-09,78283.64
3015,2991,saving,2019-05-28,17241.24
3016,7547,fixed,2022-05-16,83501.92
3017,1351,current,2018-01-01,47577.5
3018,6343,saving,2016-09-18,78300.55
3019,7339,saving,2018-07-14,23935.46
3020,5435,saving,2016-09-13,34113.26
3021,3950,saving,2018-04-06,90163.73
3022,1280,saving,2016-12-28,91079.98
3023,5999,fixed,2020-11-14,28517.56
3024,821,saving,2017-06-18,8355.21
3025,9536,fixed,2019-06-04,92901.49
3026,6120,fixed,2022-08-08,30040.41
3027,2296,fixed,2016-11-28,12011.94
3028,4,saving,2020-06-07,34811.4
3029,2561,saving,2019-05-22,28199.9
3030,6982,saving,2015-04-06,8055.69
3031,31,current,2021-10-25,98373.92
3032,5953,fixed,2021-11-03,29377.08
3033,9845,current,2020-04-10,27237.95
3034,8133,saving,2021-03-31,41993.05
3035,9491,saving,2019-08-26,41482.17
3036,886,saving,2018-03-26,43382.76
3037,7493,saving,2020-07-16,90663.0
3038,9393,fixed,2017-03-03,6023.64
3039,4844,fixed,2020-09-06,94164.5
3040,4039,current,2017-07-11,66592.05
3041,2291,saving,2019-01-21,69751.08
3042,3895,saving,2022-12-01,15785.2
3043,4597,saving,2017-01-11,32912.56
3044,205,saving,2017-06-22,5221.94
3045,9676,saving,2020-07-26,65307.9
3046,5503,saving,2018-12-16,33984.91
3047,8198,saving,2016-01-10,55125.35
3048,7821,fixed,2022-12-19,75272.83
3049,8141,fixed,2019-07-31,55353.41
3050,532,fixed,2016-09-15,7149.5
3051,8017,saving,2021-06-04,6164.01
3052,227,fixed,2017-11-14,86715.78
3053,6143,current,2016-08-28,26214.95
3054,7483,saving,2020-10-14,36221.07
3055,2100,saving,2022-01-20,21839.64
3056,7314,saving,2019-07-03,69888.1
3057,7291,saving,2018-11-15,38609.86
3058,4567,fixed,2015-10-05,45632.54
3059,9089,saving,2020-08-19,67446.38
3060,9513,saving,2018-03-10,62306.45
3061,2662,saving,2015-01-28,77434.41
3062,1665,saving,2018-04-25,74882.04
3063,1526,saving,2021-09-06,43989.45
3064,3751,saving,2022-07-30,19185.47
3065,6758,current,2017-04-28,22321.97
3066,3655,fixed,2015-09-18,70673.82
3067,2568,saving,2015-02-07,26128.95
3068,1097,saving,2017-12-25,44045.45
3069,3099,fixed,2019-02-07,10790.56
3070,3241,current,2016-04-11,12225.89
3071,7968,saving,2020-10-12,24994.76
3072,6729,fixed,2022-08-26,8483.32
3073,5329,saving,2018-04-18,27456.04
3074,7779,fixed,2022-06-18,56819.26
3075,8080,saving,2022-12-02,74476.88
3076,3615,current,2020-07-05,3270.27
3077,848,current,2019-12-16,60061.68
3078,3617,fixed,2020-11-16,36318.65
3079,2705,current,2015-10-31,22664.13
3080,6755,saving,2018-01-01,3185.78
3081,3894,current,2017-08-04,32593.72
3082,2995,current,2018-03-12,78967.82
3083,4534,current,2015-08-02,53002.29
3084,1501,saving,2021-06-10,77564.45
3085,2443,fixed,2018-12-08,41235.58
3086,1726,saving,2019-10-19,84325.43
3087,9758,saving,2015-12-11,15035.44
3088,7342,saving,2017-01-13,82003.37
3089,9936,saving,2019-06-10,47600.03
3090,326,saving,2021-12-16,74600.37
3091,4418,saving,2019-09-01,24042.21
3092,2667,saving,2020-04-06,48615.7
3093,9402,saving,2018-02-22,73279.23
3094,4362,fixed,2022-11-28,48375.52
3095,7153,saving,2021-09-21,45810.21
3096,842,saving,2018-06-13,81066.11
3097,4779,current,2016-10-18,16234.9
3098,2072,saving,2016-09-08,47510.17
3099,1285,saving,2021-07-19,82237.46
3100,1379,saving,2017-02-14,84525.35
3101,6340,saving,2019-07-28,11827.34
3102,2659,saving,2020-10-12,85015.29
3103,3562,fixed,2020-06-30,1215.34
3104,6008,saving,2016-05-16,85555.88
3105,5453,saving,2019-07-18,26476.83
3106,4013,fixed,2016-08-29,57816.86
3107,1979,saving,2016-03-05,962.93
3108,4417,saving,2017-10-01,73149.27
3109,5497,saving,2018-06-23,43156.15
3110,7875,saving,2019-06-01,84580.01
3111,2225,saving,2015-04-04,55552.0
3112,7090,saving,2021-06-20,83465.68
3113,954,fixed,2021-01-09,61166.46
3114,6935,current,2018-06-17,74586.97
3115,5918,fixed,2020-12-27,74797.65
3116,8262,saving,2019-06-09,24665.9
3117,9287,saving,2015-08-04,57725.07
3118,5743,saving,2022-10-12,87386.33
3119,4254,saving,2016-01-05,87887.65
3120,549,current,2017-08-29,38470.76
3121,1840,current,2021-04-07,32489.41
3122,1952,current,2017-09-07,65396.75
3123,9251,saving,2019-04-08,77849.44
3124,2508,saving,2021-06-26,3546.89
3125,9075,saving,2020-09-23,9343.21
3126,6351,saving,2016-09-05,77873.2
3127,7604,saving,2015-10-11,43679.93
3128,2626,current,2020-04-04,66764.82
3129,5894,saving,2020-07-27,82036.35
3130,7401,saving,2019-12-20,75680.26
3131,2154,saving,2018-05-20,80971.78
3132,4762,saving,2016-11-02,51388.0
3133,7186,saving,2020-11-04,15777.24
3134,3567,saving,2019-01-22,47350.82
3135,260,saving,2021-02-08,96328.85
3136,9701,fixed,2018-09-13,30545.35
3137,8505,saving,2021-06-04,41927.09
3138,1845,fixed,2021-09-11,76543.48
3139,7270,saving,2015-01-14,7597.34
3140,1534,saving,2020-11-17,75704.72
3141,5597,fixed,2017-01-25,27421.27
3142,4770,saving,2015-06-18,26732.74
3143,9616,saving,2021-03-29,58242.33
3144,2021,saving,2018-02-08,25528.71
3145,6359,saving,2022-04-15,64115.5
3146,5503,current,2016-12-29,90885.16
3147,5244,saving,2015-08-28,40463.42
3148,1692,current,2021-04-06,94355.34
3149,9921,saving,2022-08-12,94226.27
3150,8520,saving,2015-09-27,20756.91
3151,1589,fixed,2022-01-31,43178.66
3152,3754,saving,2018-08-02,99011.4
3153,98,fixed,2021-07-10,12849.09
3154,4755,saving,2019-05-09,47535.32
3155,6174,current,2016-03-18,43187.84
3156,9290,saving,2016-12-25,80999.45
3157,8053,current,2017-06-26,16208.57
3158,5019,saving,2019-03-07,22151.01
3159,5705,saving,2021-08-14,17555.33
3160,7912,saving,2018-02-17,16662.99
3161,8277,current,2015-03-16,25778.7
3162,1278,fixed,2021-10-06,52822.09
3163,519,saving,2015-03-11,70689.23
3164,5427,saving,2022-11-22,38030.91
3165,7816,fixed,2017-01-14,44622.93
3166,184,fixed,2021-05-07,79239.35
3167,9165,saving,2015-05-12,52521.85
3168,2389,saving,2018-01-26,58977.77
3169,4323,current,2015-04-12,51797.36
3170,4933,saving,2018-04-05,78972.34
3171,3828,fixed,2018-02-02,18348.19
3172,2498,fixed,2020-06-12,98125.18
3173,3480,saving,2016-08-20,87942.83
3174,8758,saving,2019-04-22,40026.02
3175,1936,saving,2019-01-05,41509.19
3176,6276,fixed,2016-11-02,84899.39
3177,9019,saving,2016-09-26,44556.46
3178,350,saving,2017-07-12,50816.33
3179,99,saving,2020-07-02,74597.59
3180,1770,saving,2022-12-09,38798.99
3181,1805,current,2021-10-03,45401.89
3182,9253,saving,2021-04-27,3711.89
3183,8113,current,2018-12-28,13318.01
3184,4171,saving,2021-09-29,45865.94
3185,402,saving,2018-10-10,4566.45
3186,8380,saving,2022-07-11,30701.32
3187,8331,fixed,2018-11-09,43724.41
3188,143,saving,2022-02-03,10161.74
3189,221,saving,2018-07-22,6532.55
3190,4241,saving,2020-04-03,1628.04
3191,7002,saving,2019-09-08,48532.26
3192,388,saving,2022-11-03,14683.51
3193,5992,fixed,2015-02-18,68859.66
3194,560,current,2016-03-19,49294.05
3195,1840,saving,2015-06-21,1893.71
3196,1772,saving,2017-07-18,5903.48
3197,8557,current,2020-01-22,91778.35
3198,8609,fixed,2015-01-06,12433.48
3199,7677,saving,2018-05-12,75732.4
3200,9828,saving,2021-08-13,24627.14
3201,2069,current,2016-12-22,32156.64
3202,6758,fixed,2017-07-19,2479.09
3203,517,saving,2021-05-17,55614.86
3204,9413,saving,2017-12-14,46704.45
3205,661,fixed,2018-04-07,74495.45
3206,3417,current,2021-10-11,90568.93
3207,8522,saving,2019-03-16,54770.88
3208,378,current,2016-02-17,95226.68
3209,160,saving,2017-04-18,14814.73
3210,9456,fixed,2020-09-26,34464.56
3211,4175,fixed,2017-10-23,82984.18
3212,2200,current,2016-11-15,55331.44
3213,9417,current,2022-10-06,54697.15
3214,6277,saving,2021-07-04,46038.58
3215,1989,saving,2021-03-30,1866.62
3216,6778,current,2019-08-27,8034.03
3217,6313,saving,2015-03-01,8951.47
3218,8169,saving,2016-08-12,18945.83
3219,866,saving,2022-01-21,9427.6
3220,8583,fixed,2020-07-27,10660.38
3221,9601,fixed,2017-12-25,63689.06
3222,4916,saving,2017-11-20,11834.72
3223,6242,saving,2017-09-08,46503.28
3224,7136,fixed,2019-11-09,6312.92
3225,1555,saving,2017-02-15,26940.71
3226,4048,saving,2015-05-28,92434.93
3227,132,current,2015-02-16,3100.68
3228,3680,saving,2018-06-21,87696.18
3229,6354,fixed,2019-02-10,75960.93
3230,3077,saving,2019-06-07,92091.61
3231,1522,saving,2021-07-31,78687.16
3232,3270,saving,2022-05-25,82617.9
3233,441,saving,2019-07-23,10772.39
3234,9934,saving,2021-11-05,83554.62
3235,1204,current,2022-01-13,47712.1
3236,8433,current,2021-02-02,35157.91
3237,3392,fixed,2020-07-15,15385.8
3238,3722,saving,2015-07-29,66.97
3239,6776,saving,2015-07-06,64262.91
3240,7161,current,2017-11-14,72602.21
3241,7876,fixed,2018-04-02,38808.87
3242,9396,saving,2015-02-04,16424.44
3243,1888,fixed,2020-08-05,14456.58
3244,4271,current,2018-06-30,16823.78
3245,8390,saving,2016-04-19,5620.83
3246,7706,saving,2017-01-28,35964.79
3247,4195,fixed,2016-04-14,61616.14
3248,745,saving,2022-01-13,44710.72
3249,5547,current,2015-09-21,12548.11
3250,453,saving,2018-02-02,81614.95
3251,3263,saving,2017-02-05,28705.62
3252,7746,saving,2016-02-11,60267.99
3253,499,fixed,2022-05-17,24568.38
3254,141,current,2018-05-14,59499.04
3255,1715,current,2022-05-07,12965.71
3256,676,saving,2018-05-24,65549.99
3257,3506,saving,2020-10-12,57316.41
3258,3603,fixed,2022-11-01,51929.3
3259,6676,fixed,2017-05-21,21708.84
3260,9110,saving,2015-02-07,52915.87
3261,6505,saving,2017-01-29,89710.45
3262,4804,fixed,2016-10-26,12526.51
3263,1731,saving,2020-07-14,70372.62
3264,5977,saving,2015-08-10,11371.26
3265,7812,saving,2018-09-27,33815.42
3266,7029,saving,2017-02-08,68383.08
3267,3719,saving,2016-04-17,56023.11
3268,7089,current,2021-08-01,67826.36
3269,1625,saving,2016-08-01,96335.8
3270,1807,current,2015-08-23,96961.0
3271,9647,current,2022-04-03,91486.89
3272,8546,saving,2020-11-11,49483.01
3273,2934,current,2022-12-18,34104.17
3274,941,saving,2022-11-26,27959.23
3275,7788,saving,2021-02-14,57568.93
3276,3946,current,2016-10-10,45357.91
3277,7059,saving,2019-09-05,99452.47
3278,4849,saving,2015-01-16,53557.52
3279,8422,current,2018-10-30,32898.43
3280,4853,saving,2015-12-30,63595.8
3281,6460,saving,2017-01-13,4371.75
3282,4858,saving,2021-09-23,11078.65
3283,7739,saving,2021-01-30,66366.3
3284,238,saving,2021-02-11,12334.07
3285,3773,saving,2016-04-14,75541.11
3286,7736,saving,2018-11-04,6190.83
3287,2782,current,2015-11-08,59388.96
3288,7088,saving,2022-10-18,67848.21
3289,1985,fixed,2016-06-18,77959.45
3290,1053,saving,2022-01-20,88569.9
3291,7659,saving,2020-12-09,31223.62
3292,5255,saving,2015-08-16,71916.45
3293,351,fixed,2017-09-15,8072.96
3294,913,current,2018-12-02,82979.47
3295,4446,saving,2018-04-13,89022.9
3296,9497,current,2020-04-14,74865.77
3297,292,fixed,2022-02-13,28132.94
3298,9405,saving,2015-01-15,6234.35
3299,7751,saving,2015-08-02,42160.57
3300,468,current,2016-08-25,27063.56
3301,3278,saving,2015-02-21,53019.13
3302,5362,fixed,2017-07-18,39386.13
3303,5304,saving,2015-02-26,13598.95
3304,3576,saving,2018-08-05,83668.39
3305,6593,fixed,2021-09-21,86466.68
3306,4326,saving,2016-06-15,81314.52
3307,1065,current,2019-06-25,21035.7
3308,4889,fixed,2021-08-01,42849.25
3309,9886,saving,2016-11-30,17146.6
3310,2395,saving,2017-11-22,66520.45
3311,8279,fixed,2019-04-16,80497.98
3312,2921,saving,2016-11-04,58153.59
3313,6859,saving,2022-12-31,54610.98
3314,4,saving,2018-08-02,71497.89
3315,5941,saving,2016-05-31,11355.76
3316,8049,saving,2016-11-11,24765.7
3317,9714,saving,2019-09-05,31367.88
3318,1978,saving,2016-12-27,53250.57
3319,9667,saving,2020-12-04,97602.69
3320,9323,saving,2022-09-15,86301.24
3321,9073,current,2015-09-26,24704.51
3322,9594,current,2020-08-05,23298.47
3323,1751,saving,2019-11-23,43564.81
3324,2,current,2016-12-18,97464.76
3325,9337,fixed,2016-12-21,15245.38
3326,9831,current,2020-12-27,95694.3
3327,8341,saving,2015-05-24,19041.91
3328,4248,saving,2021-03-19,88643.56
3329,7733,saving,2017-02-19,83028.69
3330,6036,current,2017-06-10,88232.07
3331,2044,saving,2022-03-20,89176.37
3332,1703,saving,2016-09-21,21813.62
3333,5948,fixed,2019-06-22,77870.17
3334,1388,saving,2016-03-10,68207.16
3335,9856,saving,2019-04-18,87892.13
3336,5827,saving,2021-08-27,49031.31
3337,9443,saving,2021-10-17,41345.35
3338,4463,fixed,2019-06-18,72622.26
3339,2037,current,2019-01-13,26984.37
3340,6406,fixed,2016-04-24,82005.49
3341,6790,saving,2018-03-12,28597.95
3342,6120,current,2020-08-31,4321.34
3343,538,fixed,2016-07-14,55147.86
3344,9747,saving,2022-05-19,83597.36
3345,8983,saving,2018-11-16,69046.93
3346,6864,saving,2022-04-13,98929.22
3347,1949,saving,2021-11-20,14072.88
3348,5179,saving,2022-07-22,34456.64
3349,5105,current,2022-12-03,37994.3
3350,4144,saving,2020-06-26,5814.96
3351,9628,current,2015-05-01,4300.47
3352,2849,current,2022-08-18,2944.51
3353,8306,fixed,2019-01-01,40887.94
3354,2344,saving,2017-01-20,84476.09
3355,4534,saving,2017-02-27,70964.35
3356,162,saving,2018-01-29,44676.34
3357,8696,saving,2017-06-13,26401.7
3358,2635,saving,2017-10-03,1557.0
3359,5102,current,2015-07-06,17537.98
3360,5767,saving,2018-03-28,38718.9
3361,9587,saving,2016-06-01,37045.73
3362,1510,saving,2022-06-22,25936.13
3363,2320,saving,2018-04-18,99712.92
3364,6106,fixed,2020-05-01,44738.02
3365,8672,fixed,2017-09-27,26783.2
3366,8947,current,2016-10-01,40706.52
3367,4000,current,2020-01-06,27941.33
3368,8396,saving,2016-12-30,35209.3
3369,3350,current,2016-10-14,12587.54
3370,4212,fixed,2016-03-08,84.7
3371,392,current,2022-05-15,49162.44
3372,7952,saving,2022-09-11,48914.21
3373,6832,saving,2015-04-11,15696.17
3374,2774,fixed,2021-06-25,83267.96
3375,2417,current,2018-01-26,19180.56
3376,1239,saving,2017-04-27,77018.96
3377,6713,current,2021-05-15,19027.05
3378,741,current,2022-07-08,28126.33
3379,6471,fixed,2020-02-22,26988.68
3380,9728,fixed,2018-03-12,22958.86
3381,7492,current,2020-02-28,95257.4
3382,369,saving,2021-07-31,26346.14
3383,4910,saving,2019-06-03,48496.47
3384,5220,saving,2022-12-26,73517.4
3385,9291,saving,2016-03-05,31913.36
3386,7605,saving,2017-11-28,1170.07
3387,9584,fixed,2021-10-08,76169.06
3388,6207,current,2018-10-03,28403.24
3389,1648,saving,2016-03-04,87318.19
3390,9871,current,2018-08-02,49115.35
3391,2825,current,2016-03-30,62440.88
3392,4171,saving,2018-09-09,95095.99
3393,5910,current,2016-06-02,86996.07
3394,3782,saving,2020-01-13,79263.86
3395,3129,current,2018-08-19,53073.08
3396,9465,saving,2015-07-29,16928.98
3397,1980,saving,2016-08-13,84104.6
3398,6613,saving,2017-06-12,9394.71
3399,6023,fixed,2017-05-16,88745.87
3400,6082,saving,2021-10-27,76625.64
3401,9769,current,2015-06-25,80345.5
3402,7833,saving,2017-01-30,37719.69
3403,9662,current,2015-08-05,8496.19
3404,9172,saving,2018-11-30,72695.43
3405,1256,saving,2022-12-20,97806.65
3406,9834,saving,2018-12-01,85840.76
3407,300,saving,2016-08-26,84138.82
3408,7810,fixed,2018-12-23,63230.66
3409,4522,current,2019-10-09,11626.77
3410,3043,saving,2017-03-30,86327.65
3411,8593,saving,2019-10-01,22203.84
3412,1281,saving,2017-11-27,26449.6
3413,9054,saving,2021-10-07,75585.8
3414,4590,saving,2022-03-11,71690.6
3415,8134,fixed,2015-07-04,7256.27
3416,6633,fixed,2021-05-11,25195.9
3417,2785,saving,2016-08-24,81768.57
3418,7399,fixed,2018-08-02,94958.3
3419,6709,current,2018-10-03,26631.11
3420,7174,fixed,2022-07-29,76065.01
3421,4160,saving,2016-06-13,50563.55
3422,9304,fixed,2017-10-09,38006.12
3423,9249,current,2022-09-04,89811.73
3424,9288,saving,2020-01-29,54820.35
3425,2301,fixed,2015-01-07,69176.06
3426,6251,current,2015-07-07,59244.54
3427,7970,saving,2019-06-12,64358.07
3428,3992,saving,2018-02-13,51728.25
3429,514,saving,2021-12-21,53344.21
3430,4232,saving,2015-03-04,85216.97
3431,6553,saving,2016-03-16,30265.83
3432,8313,saving,2018-09-29,73637.81
3433,9694,saving,2016-08-09,26857.54
3434,2848,saving,2016-01-14,7072.98
3435,1118,saving,2021-05-31,90323.66
3436,8697,fixed,2019-09-03,41066.16
3437,9816,current,2018-06-09,68318.57
3438,7862,saving,2021-10-23,75788.68
3439,2239,current,2021-09-07,79701.02
3440,6601,saving,2017-01-06,22632.28
3441,2434,saving,2017-05-23,65567.34
3442,8995,fixed,2016-12-04,76024.4
3443,7010,saving,2015-04-09,11978.66
3444,7167,saving,2021-09-25,14130.45
3445,4374,fixed,2016-02-18,36390.06
3446,8147,fixed,2015-11-10,30166.99
3447,1472,saving,2021-07-01,79723.45
3448,9019,saving,2020-12-16,64269.88
3449,1429,current,2019-11-21,49797.36
3450,4875,saving,2018-12-03,10640.55
3451,7924,saving,2016-02-27,11256.72
3452,4307,saving,2022-05-22,51701.54
3453,3782,saving,2015-08-18,88287.68
3454,2318,fixed,2019-05-14,77507.32
3455,6689,fixed,2016-11-07,88156.86
3456,1007,saving,2016-12-16,56514.7
3457,1638,saving,2020-05-02,22137.67
3458,9037,fixed,2022-04-11,3180.74
3459,5112,saving,2015-12-04,94027.42
3460,7450,saving,2015-09-03,47522.77
3461,3288,saving,2016-07-11,85901.73
3462,5441,saving,2015-07-23,73298.11
3463,2862,saving,2018-05-01,83216.7
3464,639,current,2019-04-27,21065.34
3465,8685,current,2016-11-04,67944.26
3466,5726,fixed,2017-01-05,72269.6
3467,2176,current,2021-05-20,55261.74
3468,5596,saving,2021-03-15,83523.01
3469,1486,saving,2019-06-24,98820.7
3470,6582,saving,2016-07-26,1053.78
3471,4544,saving,2015-07-01,45499.52
3472,5222,saving,2019-05-14,75389.8
3473,8751,saving,2017-08-31,72565.55
3474,3749,saving,2017-07-29,46784.67
3475,9162,fixed,2018-05-31,84215.52
3476,5033,saving,2015-07-27,67504.52
3477,6427,current,2021-10-06,54835.85
3478,4010,current,2018-04-08,27288.68
3479,5324,saving,2015-05-19,36734.36
3480,8278,fixed,2021-02-28,98905.51
3481,5444,saving,2015-09-11,90612.15
3482,6308,saving,2018-04-04,69564.73
3483,3129,saving,2016-07-22,85890.67
3484,4302,saving,2019-07-17,13597.92
3485,6028,saving,2016-03-01,26757.63
3486,5410,saving,2018-03-06,88515.61
3487,947,saving,2018-11-30,47086.21
3488,3209,saving,2017-07-22,59094.13
3489,3441,saving,2017-08-26,88366.55
3490,1546,fixed,2017-01-31,40400.9
3491,3508,fixed,2016-07-22,48181.02
3492,30,saving,2022-03-11,11217.64
3493,9664,saving,2015-08-19,99141.32
3494,1410,saving,2017-09-21,97337.49
3495,3680,current,2021-05-22,29653.76
3496,8721,saving,2019-07-15,85247.67
3497,5148,current,2020-10-02,73706.75
3498,126,current,2019-12-29,14658.77
3499,4909,fixed,2017-02-28,2389.28
3500,6643,saving,2018-11-16,1407.41
3501,3259,saving,2020-03-15,6572.2
3502,8846,saving,2022-03-10,62739.18
3503,8142,saving,2018-07-17,49217.01
3504,8933,saving,2021-09-02,99675.56
3505,2262,saving,2017-11-02,28653.76
3506,7954,saving,2015-12-09,72569.98
3507,8483,current,2019-06-01,38710.19
3508,1694,saving,2015-12-05,9832.02
3509,5888,saving,2020-09-02,87714.56
3510,4645,current,2020-06-20,40000.2
3511,9512,current,2020-04-29,91692.01
3512,2822,saving,2016-08-08,93692.74
3513,3663,saving,2019-02-18,82014.46
3514,5195,saving,2016-02-26,2767.87
3515,1396,fixed,2018-08-06,96602.64
