complaint_id,customer_id,complaint_type,complaint_date,status
2921,1262,Other,2023-12-08,Unknown
2922,2518,Transaction,2022-02-06,Unknown
2923,1818,Loan,2023-01-06,Unknown
2924,1175,Other,2023-10-17,Unknown
2925,9512,Loan,2023-05-10,Unknown
2926,8086,Transaction,2023-06-07,Resolved
2927,4050,Service,2022-09-27,Resolved
2928,9518,Other,2021-09-21,In_Progress
2929,1669,Transaction,2023-07-09,Resolved
2930,2974,Other,2022-11-01,Unknown
2931,4035,Other,2022-11-03,Resolved
2932,3877,Loan,2023-06-26,Resolved
2933,7411,Transaction,2022-08-14,Pending
2934,2199,Loan,2022-01-21,Resolved
2935,6723,Service,2021-03-15,Unknown
2936,4098,Transaction,2021-01-28,Resolved
2937,5499,Other,2022-01-30,In_Progress
2938,630,Other,2021-05-04,Unknown
2939,4186,Other,2023-03-06,Resolved
2940,8853,Other,2021-12-17,Resolved
2941,30,Other,2021-04-17,Resolved
2942,9332,Other,2022-01-26,Resolved
2943,826,Service,2021-06-02,Unknown
2944,7730,Other,2022-03-07,In_Progress
2945,280,Service,2022-02-08,Pending
2946,703,Loan,2021-11-18,Pending
2947,4068,Other,2022-12-31,Pending
2948,2399,Service,2022-02-16,Unknown
2949,1774,Transaction,2022-06-11,Unknown
2950,5817,Transaction,2021-05-02,Resolved
2951,6490,Loan,2023-11-09,Unknown
2952,9859,Other,2022-05-24,Unknown
2953,6028,Other,2022-04-27,Resolved
2954,2036,Loan,2021-10-30,Unknown
2955,2750,Loan,2021-11-24,Resolved
2956,6953,Other,2022-09-03,Resolved
2957,5995,Loan,2021-01-30,Pending
2958,3287,Other,2021-06-20,Resolved
2959,5861,Other,2022-06-17,Unknown
2960,2865,Other,2022-04-26,Pending
2961,4936,Transaction,2023-12-31,Resolved
2962,8894,Other,2023-11-01,Pending
2963,1364,Other,2021-02-03,Unknown
2964,8854,Other,2022-03-31,Unknown
2965,4319,Other,2022-07-11,In_Progress
2966,7407,Other,2022-11-08,Pending
2967,6191,Transaction,2023-04-15,In_Progress
2968,7881,Other,2023-04-04,Unknown
2969,9501,Service,2023-03-29,Unknown
2970,7825,Other,2023-01-23,Unknown
2971,4184,Loan,2021-03-27,Resolved
2972,5239,Transaction,2022-10-21,Pending
2973,10000,Transaction,2023-05-26,Resolved
2974,9745,Loan,2023-10-14,Pending
2975,379,Transaction,2022-12-09,In_Progress
2976,8985,Other,2021-02-08,Pending
2977,2108,Other,2022-10-12,Pending
2978,6993,Other,2023-10-04,Resolved
2979,4731,Other,2022-01-25,Unknown
2980,927,Transaction,2021-07-01,Pending
2981,8390,Transaction,2021-12-20,Resolved
2982,4445,Loan,2022-02-22,Unknown
2983,2299,Other,2022-08-20,In_Progress
2984,182,Service,2022-10-08,Resolved
2985,6518,Other,2023-08-15,Unknown
2986,6294,Other,2021-01-04,Resolved
2987,3673,Transaction,2021-12-29,Pending
2988,363,Other,2023-01-17,In_Progress
2989,1127,Other,2023-01-15,Unknown
2990,7635,Service,2023-11-29,In_Progress
2991,8548,Transaction,2022-04-21,In_Progress
2992,3009,Other,2023-12-11,Resolved
2993,6105,Other,2022-06-05,Unknown
2994,1106,Service,2023-07-23,In_Progress
2995,1865,Other,2021-12-07,Unknown
2996,8776,Other,2021-08-11,Unknown
2997,8725,Loan,2023-10-15,Unknown
2998,1306,Transaction,2022-04-04,Pending
2999,4005,Transaction,2023-06-15,Unknown
3000,1022,Transaction,2022-07-04,Unknown
3001,4690,Service,2021-08-09,Unknown
3002,2762,Transaction,2022-03-14,Resolved
3003,3425,Other,2021-12-17,In_Progress
3004,3351,Loan,2021-01-30,Unknown
3005,8647,Transaction,2023-11-25,Unknown
3006,4008,Other,2021-04-02,Unknown
3007,218,Other,2022-12-16,Resolved
3008,7556,Loan,2022-03-30,In_Progress
3009,1590,Loan,2021-04-18,Resolved
3010,120,Other,2022-02-18,Unknown
3011,9349,Other,2021-03-19,Unknown
3012,8118,Loan,2023-04-01,Pending
3013,4846,Other,2022-08-12,Resolved
3014,1114,Transaction,2022-10-23,Resolved
3015,2317,Other,2023-07-03,Resolved
3016,1198,Other,2021-08-24,Resolved
3017,382,Other,2021-09-29,Unknown
3018,4635,Other,2021-03-21,Unknown
3019,3495,Transaction,2021-05-17,Resolved
3020,7365,Other,2022-05-04,Unknown
3021,5555,Transaction,2021-03-24,Unknown
3022,7855,Other,2022-02-04,Resolved
3023,3475,Transaction,2023-03-25,Pending
3024,3735,Other,2023-06-21,Resolved
3025,5158,Loan,2021-08-30,Unknown
3026,9819,Transaction,2021-08-23,Unknown
3027,7962,Transaction,2023-12-13,Pending
3028,6632,Other,2023-10-21,Resolved
3029,341,Other,2021-11-15,In_Progress
3030,1032,Loan,2023-05-22,Unknown
3031,7142,Other,2023-10-05,Pending
3032,1736,Transaction,2023-08-30,In_Progress
3033,7061,Transaction,2022-10-28,Resolved
3034,2541,Other,2021-09-03,Pending
3035,4828,Other,2021-09-08,Resolved
3036,6363,Transaction,2021-04-21,Resolved
3037,9481,Other,2023-08-06,Resolved
3038,1210,Service,2023-09-13,Pending
3039,7977,Transaction,2022-01-09,Resolved
3040,1064,Other,2021-05-02,Resolved
3041,6369,Other,2022-06-10,Unknown
3042,3530,Other,2021-06-29,Unknown
3043,6829,Service,2021-04-19,Unknown
3044,2830,Other,2023-05-14,Unknown
3045,7314,Transaction,2021-04-10,In_Progress
3046,5762,Transaction,2023-08-22,Resolved
3047,3392,Other,2023-02-18,Resolved
3048,6355,Other,2022-06-08,Resolved
3049,9885,Loan,2021-07-12,Resolved
3050,58,Other,2023-12-24,Unknown
3051,3091,Other,2022-11-19,Resolved
3052,1853,Other,2021-08-29,Pending
3053,1208,Loan,2022-09-16,Pending
3054,2519,Other,2021-01-26,Unknown
3055,4672,Transaction,2023-05-05,Pending
3056,585,Other,2023-06-16,Resolved
3057,4498,Other,2021-03-09,Resolved
3058,2241,Service,2021-09-03,Resolved
3059,4504,Other,2021-08-25,In_Progress
3060,324,Transaction,2022-08-20,Resolved
3061,5069,Service,2022-01-22,Unknown
3062,8462,Service,2022-07-03,Pending
3063,6708,Other,2021-06-01,Unknown
3064,9462,Transaction,2021-05-25,Unknown
3065,474,Other,2023-03-12,Unknown
3066,7291,Transaction,2023-10-15,In_Progress
3067,7685,Transaction,2021-09-17,Unknown
3068,2885,Other,2022-06-03,Resolved
3069,8965,Loan,2022-12-16,Resolved
3070,5482,Loan,2021-08-25,Resolved
3071,4693,Transaction,2023-08-16,Unknown
3072,7603,Transaction,2021-08-07,In_Progress
3073,3326,Service,2022-09-08,In_Progress
3074,381,Transaction,2023-08-02,Unknown
3075,2362,Transaction,2022-06-03,Resolved
3076,4026,Other,2022-08-30,Resolved
3077,9830,Other,2022-12-14,Unknown
3078,7630,Other,2022-07-25,Pending
3079,9521,Loan,2022-08-19,In_Progress
3080,8041,Service,2021-07-06,Pending
3081,8043,Transaction,2022-11-07,Resolved
3082,7272,Other,2022-03-22,Unknown
3083,5936,Other,2022-12-19,In_Progress
3084,6558,Other,2023-12-07,Unknown
3085,2902,Service,2023-05-29,Resolved
3086,4568,Other,2021-06-09,Pending
3087,4937,Other,2022-09-02,Resolved
3088,5081,Transaction,2022-12-27,Unknown
3089,443,Other,2021-07-25,Resolved
3090,6800,Transaction,2021-05-04,Pending
3091,4107,Transaction,2022-02-13,Resolved
3092,1969,Other,2023-01-08,Resolved
3093,4617,Transaction,2023-12-30,Unknown
3094,1596,Other,2021-06-08,Unknown
3095,5680,Transaction,2021-12-05,Resolved
3096,6847,Service,2022-06-28,Resolved
3097,1057,Other,2023-09-29,Unknown
3098,4465,Other,2021-06-04,Pending
3099,4611,Other,2021-10-02,Resolved
3100,3777,Other,2021-06-07,Unknown
3101,7204,Transaction,2021-07-03,Resolved
3102,2170,Other,2021-09-15,Resolved
3103,4884,Transaction,2021-10-17,In_Progress
3104,24,Transaction,2022-07-21,In_Progress
3105,7005,Loan,2023-01-02,Resolved
3106,2422,Other,2023-09-01,Pending
3107,6272,Transaction,2022-07-21,In_Progress
3108,3874,Loan,2023-07-29,Pending
3109,8069,Service,2021-05-03,Unknown
3110,8297,Loan,2023-02-26,In_Progress
3111,5803,Other,2023-06-12,Pending
3112,7820,Loan,2023-10-08,In_Progress
3113,1483,Other,2022-05-26,Resolved
3114,9072,Transaction,2021-03-18,Unknown
3115,6013,Other,2022-03-29,Resolved
3116,9431,Loan,2022-03-09,Resolved
3117,6952,Transaction,2022-10-25,Pending
3118,7870,Other,2022-04-12,Unknown
3119,6801,Other,2023-03-09,In_Progress
3120,5869,Transaction,2022-07-28,Unknown
3121,8867,Other,2022-02-11,Unknown
3122,3706,Other,2023-02-23,Resolved
3123,3240,Loan,2022-05-17,Resolved
3124,74,Loan,2023-12-21,Pending
3125,267,Other,2022-07-31,Unknown
3126,6074,Loan,2021-06-08,Unknown
3127,8768,Transaction,2022-03-29,Resolved
3128,8902,Service,2023-12-09,Resolved
3129,3444,Other,2023-07-28,Unknown
3130,7752,Other,2023-06-04,Unknown
3131,9871,Transaction,2022-12-20,Unknown
3132,8064,Service,2023-01-26,Unknown
3133,7371,Loan,2022-12-01,Resolved
3134,6383,Other,2023-07-31,Resolved
3135,6428,Other,2023-09-18,Resolved
3136,4010,Transaction,2021-11-05,In_Progress
3137,6388,Other,2021-01-21,Unknown
3138,3218,Transaction,2023-12-04,Unknown
3139,7164,Loan,2022-03-25,In_Progress
3140,5614,Service,2023-08-16,Resolved
3141,3235,Other,2021-06-06,Pending
3142,7774,Service,2022-09-17,In_Progress
3143,9084,Service,2021-06-01,Pending
3144,8569,Other,2023-08-02,Resolved
3145,3775,Other,2021-12-09,In_Progress
3146,3794,Other,2022-10-24,Unknown
3147,9680,Loan,2021-05-02,Unknown
3148,880,Other,2023-03-07,Unknown
3149,1691,Transaction,2023-01-06,In_Progress
3150,6644,Loan,2021-11-30,In_Progress
3151,9718,Transaction,2023-11-27,Resolved
3152,7396,Service,2021-06-15,Resolved
3153,6677,Service,2023-11-24,Resolved
3154,6663,Service,2023-07-28,Resolved
3155,4308,Other,2022-07-14,Resolved
3156,17,Other,2023-12-05,Resolved
3157,8707,Other,2021-01-26,Pending
3158,666,Other,2023-09-26,Resolved
3159,4370,Transaction,2023-06-24,Unknown
3160,7877,Transaction,2022-07-26,Resolved
3161,487,Other,2022-01-25,Unknown
3162,148,Other,2021-08-19,Unknown
3163,9436,Other,2023-06-01,Pending
3164,3996,Service,2022-05-30,Pending
3165,4402,Transaction,2022-05-19,In_Progress
3166,5529,Other,2023-06-29,In_Progress
3167,9038,Transaction,2022-05-19,Resolved
3168,2337,Other,2022-10-29,In_Progress
3169,4248,Loan,2022-04-14,Resolved
3170,168,Other,2021-01-09,Unknown
3171,1796,Loan,2022-08-06,Resolved
3172,9206,Other,2022-04-27,Unknown
3173,8557,Other,2021-08-04,Unknown
3174,5843,Transaction,2022-07-15,Resolved
3175,983,Transaction,2023-10-22,In_Progress
3176,8112,Other,2023-05-17,In_Progress
3177,8454,Transaction,2022-05-11,Pending
3178,4069,Service,2023-11-12,In_Progress
3179,8079,Loan,2021-01-19,Resolved
3180,8529,Service,2022-08-29,Unknown
3181,2703,Loan,2022-05-29,In_Progress
3182,4891,Other,2021-06-30,Resolved
3183,5960,Other,2021-10-16,In_Progress
3184,2271,Transaction,2023-01-24,Unknown
3185,6272,Other,2022-08-13,Unknown
3186,2471,Other,2023-07-06,Pending
3187,4778,Loan,2021-09-27,Resolved
3188,368,Other,2021-03-17,Unknown
3189,2861,Service,2023-12-01,Unknown
3190,954,Loan,2022-08-27,Unknown
3191,5047,Loan,2022-02-26,Pending
3192,119,Other,2023-09-07,Pending
3193,4067,Other,2023-11-20,In_Progress
3194,2149,Transaction,2023-08-10,Unknown
3195,157,Other,2021-05-16,Pending
3196,5724,Other,2022-10-06,Unknown
3197,281,Loan,2023-10-14,Unknown
3198,4496,Other,2023-10-25,Pending
3199,6686,Loan,2021-08-13,Unknown
3200,3456,Loan,2022-03-22,Resolved
3201,4397,Transaction,2023-06-14,Resolved
3202,6309,Other,2022-07-13,Resolved
3203,2191,Other,2021-08-10,Resolved
3204,5337,Other,2022-10-22,Unknown
3205,5635,Transaction,2021-06-22,Unknown
3206,2102,Loan,2021-04-21,Unknown
3207,4639,Transaction,2023-10-12,Unknown
3208,5553,Transaction,2022-03-17,Unknown
3209,8347,Transaction,2021-03-07,Resolved
3210,722,Transaction,2021-04-13,Resolved
3211,1968,Service,2023-11-07,In_Progress
3212,2335,Loan,2021-12-04,Unknown
3213,8050,Loan,2021-01-04,Unknown
3214,868,Loan,2022-06-05,Resolved
3215,7646,Other,2021-01-04,Pending
3216,2222,Transaction,2022-01-29,Resolved
3217,5290,Other,2022-06-11,Unknown
3218,9286,Other,2023-02-10,In_Progress
3219,2748,Loan,2023-07-25,Unknown
3220,4001,Other,2021-12-20,Unknown
3221,8731,Transaction,2023-04-24,Pending
3222,485,Other,2021-12-17,Unknown
3223,452,Other,2022-08-28,Resolved
3224,1103,Other,2022-11-13,Unknown
3225,2354,Loan,2022-09-14,Pending
3226,9706,Transaction,2022-08-16,Pending
3227,3763,Other,2022-09-26,Unknown
3228,495,Transaction,2021-03-13,Unknown
3229,5745,Other,2023-03-15,Resolved
3230,865,Other,2022-11-09,In_Progress
3231,9777,Service,2023-06-02,Pending
3232,9409,Other,2022-07-30,Resolved
3233,3671,Transaction,2023-03-06,Pending
3234,4674,Transaction,2021-05-14,Pending
3235,5494,Other,2021-08-24,Unknown
3236,883,Other,2021-10-08,Resolved
3237,7213,Other,2023-07-07,Unknown
3238,3769,Transaction,2022-01-08,Unknown
3239,8647,Other,2021-10-05,Unknown
3240,4159,Other,2022-07-12,Resolved
3241,7177,Transaction,2022-05-15,Unknown
3242,9305,Transaction,2022-03-09,Pending
3243,4407,Transaction,2021-07-06,Unknown
3244,4494,Transaction,2023-05-07,Unknown
3245,7244,Other,2022-06-23,Resolved
3246,9226,Loan,2023-02-19,Resolved
3247,5276,Loan,2021-07-17,Unknown
3248,2797,Loan,2021-03-21,Pending
3249,3643,Loan,2022-12-02,Unknown
3250,7168,Other,2021-06-24,Pending
3251,8509,Transaction,2021-12-18,Resolved
3252,9000,Transaction,2023-02-03,Unknown
3253,610,Transaction,2023-05-03,Resolved
3254,2373,Service,2021-08-18,In_Progress
3255,9607,Other,2022-02-06,Unknown
3256,5436,Transaction,2022-11-12,In_Progress
3257,2433,Transaction,2021-05-09,Resolved
3258,2240,Transaction,2023-12-07,In_Progress
3259,6561,Service,2022-07-18,Pending
3260,1561,Transaction,2022-02-03,Resolved
3261,4980,Service,2022-12-17,Unknown
3262,3884,Other,2023-03-01,Resolved
3263,5016,Transaction,2023-05-05,Unknown
3264,6762,Other,2022-11-22,Unknown
3265,1416,Loan,2021-10-31,In_Progress
3266,3406,Other,2021-10-28,Unknown
3267,3038,Other,2021-03-04,In_Progress
3268,5336,Other,2022-09-12,Unknown
3269,2964,Loan,2023-08-23,In_Progress
3270,286,Other,2021-10-18,Unknown
3271,5180,Service,2022-01-06,In_Progress
3272,4736,Service,2022-05-28,Unknown
3273,5487,Transaction,2022-02-05,Pending
3274,9593,Transaction,2022-09-29,Unknown
3275,8932,Other,2023-07-07,Resolved
3276,8632,Transaction,2021-01-02,Resolved
3277,3418,Other,2023-12-15,Resolved
3278,9678,Service,2021-12-10,Resolved
3279,756,Other,2021-08-25,Pending
3280,2022,Service,2023-03-30,Pending
3281,6086,Other,2023-12-31,In_Progress
3282,8656,Transaction,2023-01-25,Pending
3283,7783,Service,2023-07-03,In_Progress
3284,299,Other,2022-12-16,Unknown
3285,345,Other,2021-05-31,Unknown
3286,3384,Other,2022-07-10,In_Progress
3287,9286,Other,2022-08-12,Unknown
3288,7266,Other,2022-08-13,In_Progress
3289,4189,Service,2021-05-26,Pending
3290,3986,Other,2021-04-22,Pending
3291,6328,Other,2022-12-09,In_Progress
3292,1825,Service,2023-09-04,Unknown
3293,49,Service,2022-04-07,Unknown
3294,6845,Transaction,2022-12-04,Resolved
3295,2631,Loan,2021-11-25,In_Progress
3296,9546,Service,2021-12-19,Unknown
3297,8704,Other,2022-07-26,Unknown
3298,7098,Transaction,2021-05-19,Resolved
3299,3446,Loan,2023-03-15,Pending
3300,8586,Other,2021-04-21,Resolved
3301,1150,Other,2021-01-18,Resolved
3302,9739,Other,2021-01-18,Resolved
3303,4259,Transaction,2021-06-05,Resolved
3304,486,Loan,2021-09-22,Pending
3305,6007,Transaction,2022-02-19,Resolved
3306,9755,Other,2023-10-07,Pending
3307,782,Service,2021-08-30,Pending
3308,1731,Transaction,2023-04-29,Resolved
3309,2804,Other,2022-08-20,Unknown
3310,9641,Loan,2021-07-13,Resolved
3311,7506,Other,2023-05-31,Unknown
3312,499,Other,2021-01-11,Resolved
3313,3959,Other,2021-01-23,Resolved
3314,7067,Other,2023-05-02,Resolved
3315,1794,Loan,2023-04-24,In_Progress
3316,6314,Transaction,2022-05-31,Unknown
3317,5979,Loan,2021-05-02,In_Progress
3318,8245,Loan,2023-09-09,Unknown
3319,3147,Transaction,2021-04-09,Pending
3320,689,Loan,2022-03-04,Unknown
3321,4858,Transaction,2023-05-01,Unknown
3322,2200,Transaction,2022-07-07,Pending
3323,1422,Other,2021-06-27,Pending
3324,1611,Loan,2023-12-03,Resolved
3325,8305,Transaction,2023-11-08,Pending
3326,7636,Service,2023-06-29,Resolved
3327,5988,Other,2021-09-17,Unknown
3328,2161,Service,2022-06-14,Resolved
3329,6368,Transaction,2021-12-01,Unknown
3330,4019,Loan,2022-08-19,Resolved
3331,3244,Transaction,2023-09-10,In_Progress
3332,2029,Other,2022-04-22,In_Progress
3333,4951,Transaction,2021-02-06,In_Progress
3334,5679,Loan,2022-11-26,Unknown
3335,8588,Transaction,2023-07-04,Resolved
3336,3944,Transaction,2023-08-10,Resolved
3337,7780,Other,2022-03-10,Unknown
3338,644,Transaction,2021-12-31,In_Progress
3339,6549,Other,2023-06-29,Resolved
3340,1894,Loan,2022-07-17,In_Progress
3341,9043,Loan,2022-03-25,Resolved
3342,5548,Other,2021-06-28,Unknown
3343,4846,Transaction,2022-02-04,Resolved
3344,6230,Transaction,2022-09-03,Unknown
3345,421,Loan,2022-09-09,Unknown
3346,3498,Transaction,2021-08-08,Resolved
3347,1680,Other,2021-02-13,Resolved
3348,214,Loan,2022-08-23,Unknown
3349,6369,Service,2023-05-12,Pending
3350,8319,Transaction,2022-11-05,Unknown
3351,8458,Transaction,2023-12-16,In_Progress
3352,9552,Other,2023-03-26,Resolved
3353,9178,Transaction,2023-02-01,Resolved
3354,9122,Other,2022-02-07,Pending
3355,2986,Transaction,2023-07-28,Resolved
3356,8613,Other,2023-11-29,Pending
3357,9891,Transaction,2023-12-14,Unknown
3358,5217,Other,2022-03-06,Unknown
3359,7557,Other,2022-04-22,Resolved
3360,7718,Service,2022-12-22,Resolved
3361,3851,Other,2021-09-24,Pending
3362,6952,Loan,2022-09-10,Unknown
3363,3453,Transaction,2021-10-16,Resolved
3364,6837,Other,2021-06-27,Unknown
3365,1128,Other,2021-01-16,Pending
3366,165,Other,2021-11-19,Unknown
3367,6539,Transaction,2022-04-20,In_Progress
3368,5553,Other,2023-07-27,Pending
3369,5545,Loan,2022-09-15,In_Progress
3370,9991,Transaction,2023-10-31,Unknown
3371,6305,Transaction,2022-03-18,Unknown
3372,7843,Other,2021-06-24,Pending
3373,6226,Loan,2022-07-26,Unknown
3374,2094,Other,2023-10-26,Unknown
3375,5622,Transaction,2022-03-22,Unknown
3376,6442,Other,2022-12-10,Unknown
3377,3267,Other,2023-11-28,Resolved
3378,7072,Other,2022-10-06,Resolved
3379,8029,Other,2023-12-16,Pending
3380,7037,Other,2021-02-11,Unknown
3381,6559,Transaction,2021-04-03,Resolved
3382,2169,Loan,2023-09-20,Pending
3383,297,Transaction,2023-06-01,Unknown
3384,7642,Other,2021-08-26,Pending
3385,1629,Loan,2022-11-17,Resolved
3386,2477,Transaction,2021-01-05,In_Progress
3387,5474,Other,2022-02-04,Resolved
3388,3573,Other,2023-11-12,Resolved
3389,6817,Transaction,2023-06-17,Unknown
3390,7945,Other,2022-03-22,Pending
3391,3977,Service,2023-12-09,In_Progress
3392,1344,Other,2023-11-29,Unknown
3393,4303,Transaction,2021-03-27,Pending
3394,2651,Other,2022-07-08,In_Progress
3395,6401,Other,2022-05-18,Pending
3396,8488,Loan,2022-07-19,Unknown
3397,5575,Other,2021-09-16,Unknown
3398,8906,Other,2023-05-06,Unknown
3399,2904,Other,2022-07-03,Resolved
3400,6947,Loan,2021-10-19,Resolved
3401,8201,Other,2022-12-31,Pending
3402,4146,Other,2023-10-06,Unknown
3403,7971,Other,2021-01-31,In_Progress
3404,5574,Transaction,2021-03-21,Pending
3405,1193,Other,2021-07-04,Resolved
3406,5526,Transaction,2021-02-06,Resolved
3407,2671,Other,2022-06-10,Pending
3408,534,Service,2022-08-28,Resolved
3409,4104,Transaction,2022-05-29,Resolved
3410,8309,Other,2021-09-16,Pending
3411,3937,Service,2021-06-27,In_Progress
3412,1633,Transaction,2021-10-10,Pending
3413,9882,Other,2021-09-19,Pending
3414,4730,Transaction,2021-04-19,Unknown
3415,7769,Other,2023-11-03,Resolved
3416,1247,Transaction,2022-11-24,In_Progress
3417,1618,Service,2021-09-12,Unknown
3418,6970,Other,2022-01-03,Unknown
3419,4750,Other,2022-04-17,Unknown
3420,2441,Loan,2023-03-07,Resolved
3421,6727,Loan,2022-11-18,Resolved
3422,6323,Loan,2023-09-02,In_Progress
3423,8654,Other,2022-06-19,Pending
3424,7085,Other,2022-12-19,Unknown
3425,949,Transaction,2022-02-05,Resolved
3426,4578,Other,2021-11-10,Resolved
3427,9160,Other,2022-03-23,Pending
3428,2792,Other,2021-01-15,Unknown
3429,6064,Other,2022-08-09,Resolved
3430,4707,Service,2023-01-06,Unknown
3431,7166,Transaction,2023-06-10,In_Progress
3432,5049,Other,2021-01-23,In_Progress
3433,4713,Other,2022-11-14,Unknown
3434,306,Transaction,2022-12-17,Unknown
3435,7494,Service,2022-03-20,Pending
3436,1745,Transaction,2021-06-04,In_Progress
3437,9725,Other,2022-05-26,In_Progress
3438,9441,Other,2022-03-22,Resolved
3439,3661,Loan,2023-02-06,In_Progress
3440,4859,Service,2021-10-29,Pending
3441,3686,Other,2023-08-28,Resolved
3442,3958,Other,2023-06-29,Unknown
3443,4358,Transaction,2022-10-15,Unknown
3444,7922,Other,2022-09-15,Resolved
3445,7291,Other,2021-01-21,Unknown
3446,1633,Other,2021-08-28,In_Progress
3447,8982,Transaction,2022-03-04,Unknown
3448,9986,Transaction,2022-05-17,Resolved
3449,5183,Other,2022-08-14,Pending
3450,4884,Transaction,2021-05-14,Pending
3451,1930,Service,2022-05-31,Unknown
3452,7710,Loan,2022-08-14,Pending
3453,8644,Transaction,2023-05-15,Unknown
3454,7327,Transaction,2022-10-18,In_Progress
3455,1611,Loan,2022-10-21,Unknown
3456,4173,Transaction,2022-03-01,Resolved
3457,9954,Transaction,2023-02-22,Unknown
3458,6967,Service,2023-02-02,Pending
3459,7830,Other,2021-10-02,In_Progress
3460,7208,Loan,2022-09-01,In_Progress
3461,6473,Transaction,2022-08-12,Resolved
3462,6063,Loan,2022-05-01,Unknown
3463,211,Other,2022-08-07,In_Progress
3464,1758,Other,2022-08-28,In_Progress
3465,3414,Service,2023-01-23,Resolved
3466,7395,Other,2022-12-11,Pending
3467,2803,Other,2021-03-26,Pending
3468,956,Other,2021-12-08,Resolved
3469,1689,Other,2022-02-25,Resolved
3470,4883,Other,2022-07-29,Pending
3471,1123,Other,2023-03-30,In_Progress
3472,2067,Service,2022-06-04,Resolved
3473,2982,Service,2023-06-21,Resolved
3474,163,Service,2023-10-19,Resolved
3475,3715,Other,2021-12-30,Resolved
3476,9149,Service,2022-12-26,Unknown
3477,5251,Transaction,2023-12-15,Pending
3478,4870,Loan,2022-07-29,Resolved
3479,2474,Other,2023-03-11,Unknown
3480,2372,Other,2023-11-27,Pending
3481,651,Other,2021-03-17,Unknown
3482,9439,Loan,2021-02-17,Resolved
3483,3010,Service,2021-12-02,Pending
3484,6453,Loan,2023-10-11,Unknown
3485,366,Transaction,2023-07-30,Resolved
3486,7916,Other,2022-01-30,Resolved
3487,6257,Other,2021-03-13,Resolved
3488,220,Other,2022-09-20,Pending
3489,7921,Service,2023-02-25,Unknown
3490,3407,Transaction,2021-11-06,Resolved
3491,998,Other,2021-03-04,Unknown
3492,9348,Other,2022-08-27,Unknown
3493,252,Other,2022-06-27,Unknown
3494,5324,Transaction,2021-09-04,Resolved
3495,9420,Loan,2021-08-13,In_Progress
3496,799,Loan,2021-02-26,Pending
3497,5724,Transaction,2021-02-12,Unknown
3498,5429,Transaction,2021-02-20,Unknown
3499,9317,Service,2021-03-25,Unknown
3500,4560,Other,2023-07-13,Unknown
3501,4611,Other,2023-05-31,Unknown
3502,1380,Transaction,2022-06-28,Resolved
3503,8152,Other,2023-07-22,Unknown
3504,2123,Loan,2022-08-14,Pending
3505,8013,Transaction,2021-01-26,Unknown
3506,6349,Transaction,2022-10-09,Resolved
3507,4857,Transaction,2022-12-04,Unknown
3508,5401,Transaction,2023-07-15,Pending
3509,5090,Other,2023-02-27,In_Progress
3510,4871,Service,2022-01-13,Pending
3511,9819,Other,2023-05-31,Unknown
3512,475,Loan,2023-04-02,Resolved
3513,161,Transaction,2023-07-08,Resolved
3514,7971,Loan,2022-05-27,Unknown
3515,5075,Transaction,2022-02-13,Resolved
3516,8183,Loan,2021-03-02,Unknown
3517,7803,Other,2021-05-06,Pending
3518,5581,Other,2022-06-09,Unknown
3519,2945,Other,2021-12-07,Resolved
3520,2510,Transaction,2022-04-15,Pending
3521,2620,Loan,2021-12-31,In_Progress
3522,9966,Other,2023-07-01,Unknown
3523,8880,Other,2022-11-24,Resolved
3524,9659,Transaction,2022-05-19,Resolved
3525,2815,Other,2023-11-05,Resolved
3526,7943,Other,2023-07-07,In_Progress
3527,8412,Other,2021-04-05,Resolved
3528,5427,Loan,2022-11-27,Pending
3529,7343,Transaction,2022-07-01,Unknown
3530,2782,Transaction,2023-03-04,Unknown
3531,3581,Other,2021-04-01,Resolved
3532,427,Other,2023-06-25,Pending
3533,3363,Transaction,2023-07-07,Unknown
3534,9663,Loan,2023-12-04,Resolved
3535,8227,Transaction,2021-12-14,Resolved
3536,7555,Other,2022-11-14,In_Progress
3537,2223,Service,2023-12-23,Resolved
3538,8123,Service,2021-11-04,Resolved
3539,3799,Other,2022-08-24,Resolved
3540,3110,Other,2022-07-03,Pending
3541,238,Other,2023-02-04,Unknown
3542,4762,Transaction,2023-04-10,In_Progress
3543,89,Other,2021-06-30,Pending
3544,7192,Service,2021-10-25,Pending
3545,1223,Service,2021-01-30,Resolved
3546,4947,Transaction,2021-08-14,Unknown
3547,8501,Loan,2023-10-30,In_Progress
3548,3143,Other,2023-10-23,In_Progress
3549,2402,Transaction,2022-09-21,Unknown
3550,8070,Other,2023-02-03,Resolved
3551,6952,Other,2022-08-10,Pending
3552,7948,Transaction,2023-04-28,In_Progress
3553,2447,Service,2023-12-24,In_Progress
3554,4293,Transaction,2023-05-25,Unknown
3555,8161,Service,2021-05-08,Resolved
3556,1153,Other,2022-12-31,Resolved
3557,4533,Transaction,2022-02-27,Pending
3558,8759,Transaction,2021-12-22,Pending
3559,627,Service,2023-12-10,In_Progress
3560,5744,Loan,2023-06-20,Unknown
3561,4953,Transaction,2023-06-19,Pending
3562,7086,Transaction,2021-05-27,In_Progress
3563,9094,Other,2022-10-02,Resolved
3564,8240,Transaction,2021-07-06,Resolved
3565,8588,Transaction,2023-08-11,Pending
3566,6468,Other,2021-07-09,Pending
3567,7681,Loan,2021-04-09,Unknown
