loan_id,customer_id,loan_type,loan_amount,installments,loan_status
2597,749,Personal,10581.86,55,Defaulted
2598,9230,Business,29832.87,48,Paid
2599,7564,Business,3773.07,12,Paid
2600,8264,Business,2504.64,35,Paid
2601,6470,Personal,42061.79,50,In_Progress
2602,4028,Mortgage,27486.14,40,Default
2603,7639,Auto,1803.0,23,Defaulted
2604,3967,Auto,14363.22,40,Defaulted
2605,3319,Auto,34463.92,36,In_Progress
2606,2897,Personal,47028.5,6,Paid
2607,8001,Personal,42361.07,53,Default
2608,4149,Business,22811.09,44,Defaulted
2609,5105,Business,14992.94,16,In_Progress
2610,8055,Business,16195.87,10,In_Progress
2611,2097,Personal,36947.63,40,Paid
2612,7758,Personal,40417.08,32,Defaulted
2613,912,Personal,18908.02,7,Defaulted
2614,4731,Personal,31520.12,54,Defaulted
2615,1005,Personal,37535.14,35,Defaulted
2616,7216,Personal,42439.56,59,Paid
2617,6573,Personal,32405.09,16,Paid
2618,2458,Personal,43350.52,54,Paid
2619,6711,Mortgage,14795.93,52,Defaulted
2620,3169,Personal,35240.16,27,Paid
2621,2572,Personal,20700.77,24,Paid
2622,1727,Business,46503.22,24,Paid
2623,3055,Mortgage,11720.05,11,Defaulted
2624,1667,Personal,39580.67,46,In_Progress
2625,8964,Personal,46651.21,34,Paid
2626,5391,Auto,34439.67,37,Default
2627,7388,Auto,39661.57,42,Default
2628,559,Personal,44421.7,46,Paid
2629,2894,Personal,16166.93,42,Paid
2630,4137,Mortgage,7101.41,56,Default
2631,1990,Personal,46888.53,27,Default
2632,221,Personal,2837.7,12,Default
2633,1424,Auto,24745.86,34,Defaulted
2634,9442,Personal,16800.76,45,Paid
2635,8786,Personal,28175.09,45,Paid
2636,2601,Auto,49476.6,59,Defaulted
2637,6575,Auto,3240.7,58,Defaulted
2638,8110,Personal,38711.17,32,Defaulted
2639,8010,Personal,2203.73,15,In_Progress
2640,231,Personal,13800.75,9,Paid
2641,9124,Personal,35572.04,48,Defaulted
2642,9743,Personal,14466.57,48,Default
2643,5364,Personal,30926.28,50,In_Progress
2644,7069,Business,48373.48,25,Paid
2645,7482,Personal,43861.94,49,Paid
2646,733,Personal,41980.13,31,Defaulted
2647,1814,Auto,10483.54,13,Defaulted
2648,4407,Auto,14317.34,51,In_Progress
2649,5702,Auto,39591.56,50,Paid
2650,4796,Personal,36794.26,50,Defaulted
2651,7910,Personal,15275.19,41,Defaulted
2652,1664,Mortgage,22016.84,43,Defaulted
2653,2565,Personal,32778.24,11,Defaulted
2654,2700,Mortgage,26750.93,35,Paid
2655,3531,Mortgage,23349.3,37,Default
2656,2776,Business,5905.5,15,Defaulted
2657,4393,Mortgage,22313.04,40,Defaulted
2658,9951,Personal,49616.01,47,Paid
2659,1288,Personal,17754.91,32,Paid
2660,8322,Personal,35005.84,30,Default
2661,4701,Business,25784.42,55,Defaulted
2662,3002,Personal,39941.41,34,Default
2663,4133,Auto,37665.47,19,Defaulted
2664,9936,Mortgage,47275.83,42,Default
2665,8233,Mortgage,32886.17,12,Paid
2666,9252,Personal,47440.56,52,Paid
2667,3278,Personal,3035.97,41,Paid
2668,9292,Personal,20933.76,9,Defaulted
2669,7031,Personal,34087.13,50,Defaulted
2670,4699,Personal,24534.56,55,Paid
2671,2835,Personal,46676.59,11,Paid
2672,310,Personal,7884.73,54,In_Progress
2673,4429,Mortgage,24530.41,59,Defaulted
2674,2973,Mortgage,42952.65,25,Paid
2675,8179,Personal,38115.01,51,Defaulted
2676,4285,Personal,39769.29,32,Defaulted
2677,696,Auto,23658.66,43,Paid
2678,8314,Mortgage,17582.99,12,Paid
2679,9166,Mortgage,25810.71,28,Defaulted
2680,4743,Personal,10852.92,46,Defaulted
2681,2673,Personal,32426.2,21,Paid
2682,3989,Personal,39536.06,6,Paid
2683,6796,Personal,4518.44,36,Defaulted
2684,735,Personal,30355.01,49,Paid
2685,3463,Mortgage,29196.57,24,Paid
2686,5549,Auto,13939.11,36,Defaulted
2687,1955,Mortgage,49772.69,41,Paid
2688,6698,Business,25489.64,32,Paid
2689,5922,Personal,44512.04,19,Paid
2690,1974,Mortgage,10327.89,41,Defaulted
2691,8166,Mortgage,37693.55,34,Default
2692,3152,Mortgage,4885.33,48,Defaulted
2693,6432,Personal,4337.92,29,Defaulted
2694,7119,Personal,10414.65,35,Defaulted
2695,12,Mortgage,37126.7,39,Default
2696,9229,Mortgage,49851.72,39,Paid
2697,4463,Mortgage,40737.67,12,Paid
2698,6608,Mortgage,21809.89,46,Defaulted
2699,4397,Mortgage,32535.7,47,In_Progress
2700,7801,Auto,24255.88,48,Paid
2701,7639,Personal,13123.09,37,Defaulted
2702,4201,Personal,31177.83,40,Defaulted
2703,8161,Personal,26951.13,7,Paid
2704,3654,Mortgage,27350.88,44,Defaulted
2705,2078,Personal,4106.65,36,Defaulted
2706,5763,Auto,6931.63,43,Default
2707,2670,Business,25485.03,31,In_Progress
2708,3426,Business,18577.11,58,Paid
2709,580,Auto,21825.01,21,Default
2710,5117,Personal,20112.05,42,Defaulted
2711,8455,Business,35859.74,45,Default
2712,4178,Personal,9749.46,57,Paid
2713,2859,Business,47164.87,7,Paid
2714,2019,Personal,24049.99,42,Paid
2715,5954,Mortgage,17678.85,44,Paid
2716,8238,Personal,2037.63,13,Defaulted
2717,6725,Personal,18401.11,16,Default
2718,3715,Auto,31662.0,13,Paid
2719,931,Personal,40065.88,31,Paid
2720,5491,Personal,36868.27,24,Default
2721,9975,Auto,29087.77,33,Paid
2722,248,Auto,22368.22,9,Defaulted
2723,9548,Auto,26746.99,16,In_Progress
2724,1219,Personal,48127.86,39,In_Progress
2725,1739,Personal,48338.89,16,In_Progress
2726,9862,Personal,40361.24,7,Paid
2727,1788,Auto,9175.02,12,In_Progress
2728,3214,Mortgage,46776.87,16,Paid
2729,1520,Business,32746.5,54,Defaulted
2730,7639,Personal,24412.18,33,Paid
2731,8426,Mortgage,28510.22,11,In_Progress
2732,5892,Personal,24344.65,42,Paid
2733,8563,Personal,24431.84,24,In_Progress
2734,7559,Personal,22129.19,59,Paid
2735,5659,Auto,44896.51,41,In_Progress
2736,1731,Personal,23336.24,48,Default
2737,8835,Business,11787.03,58,In_Progress
2738,32,Personal,12208.95,37,In_Progress
2739,3504,Personal,7448.96,50,Paid
2740,9707,Mortgage,28159.73,40,Defaulted
2741,2442,Personal,16916.28,32,Default
2742,8959,Auto,29292.83,29,Defaulted
2743,7550,Personal,46612.09,54,Paid
2744,8726,Mortgage,47825.99,28,In_Progress
2745,7540,Mortgage,15984.13,17,In_Progress
2746,6592,Mortgage,11790.29,15,Defaulted
2747,6046,Business,3711.63,43,In_Progress
2748,1449,Personal,14371.64,12,Paid
2749,3495,Mortgage,25808.41,47,In_Progress
2750,8266,Auto,30527.78,12,Default
2751,9084,Business,5809.84,48,In_Progress
2752,8919,Personal,13029.31,19,In_Progress
2753,2565,Personal,3055.85,23,Defaulted
2754,5073,Personal,39034.47,42,Paid
2755,2398,Personal,14237.89,26,In_Progress
2756,3458,Auto,28887.19,41,Default
2757,231,Personal,23550.65,46,Paid
2758,1411,Auto,24390.81,22,Paid
2759,2084,Business,33618.75,19,Default
2760,1017,Personal,21110.11,43,Defaulted
2761,6222,Business,13242.29,56,Paid
2762,1461,Personal,21068.09,18,Defaulted
2763,9662,Personal,41364.38,13,Default
2764,7929,Personal,28542.44,12,Defaulted
2765,5622,Personal,48854.27,55,Default
2766,6476,Personal,39465.31,17,Paid
2767,8371,Personal,41454.5,45,Default
2768,8250,Business,39350.6,51,Defaulted
2769,5959,Personal,22673.67,38,Paid
2770,8084,Auto,40374.8,7,Default
2771,4317,Personal,31909.87,22,In_Progress
2772,1144,Mortgage,12058.11,50,Default
2773,4268,Personal,5653.31,34,Paid
2774,4015,Auto,25443.68,26,Paid
2775,2309,Auto,29562.62,16,Paid
2776,2788,Business,18121.18,37,Defaulted
2777,6625,Personal,31852.42,23,Defaulted
2778,2381,Business,8387.33,37,In_Progress
2779,1509,Auto,40509.84,52,In_Progress
2780,3867,Personal,20638.29,30,In_Progress
2781,1714,Personal,36571.22,40,Paid
2782,962,Personal,42795.93,57,Default
2783,9081,Personal,12704.91,54,Defaulted
2784,1647,Personal,27725.97,16,In_Progress
2785,5325,Business,7124.68,41,Defaulted
2786,2982,Auto,3086.36,16,Defaulted
2787,1720,Auto,2962.4,35,In_Progress
2788,2495,Personal,47557.69,54,Paid
2789,454,Auto,3194.89,13,Paid
2790,5443,Mortgage,30554.77,12,Defaulted
2791,3635,Personal,3812.18,16,Defaulted
2792,2363,Personal,36016.38,15,Default
2793,7483,Business,24976.87,24,Paid
2794,9984,Personal,11209.49,43,Defaulted
2795,7364,Business,30562.13,13,Defaulted
2796,5884,Personal,17376.47,10,Default
2797,8695,Business,8424.14,18,Paid
2798,832,Business,37248.71,23,Defaulted
2799,4744,Business,19706.93,57,Paid
2800,9649,Business,23989.76,34,In_Progress
2801,8460,Personal,2893.86,10,Paid
2802,92,Business,28622.45,23,Default
2803,1733,Auto,26172.85,49,Paid
2804,1905,Mortgage,37675.73,54,Defaulted
2805,2285,Personal,24428.99,50,Paid
2806,7120,Personal,42357.6,42,Defaulted
2807,2422,Personal,18052.69,53,In_Progress
2808,8467,Auto,37610.11,44,In_Progress
2809,520,Auto,12845.01,34,Defaulted
2810,9830,Personal,43297.96,35,Paid
2811,9234,Auto,18242.67,30,Defaulted
2812,3115,Auto,37083.5,25,Default
2813,410,Business,40408.12,51,Defaulted
2814,1999,Personal,9042.16,30,Defaulted
2815,1038,Personal,40261.05,48,Defaulted
2816,1917,Business,15191.36,38,Paid
2817,5465,Personal,30164.38,14,In_Progress
2818,1794,Business,26558.7,51,Paid
2819,5808,Personal,29695.0,36,Default
2820,4294,Auto,39640.82,9,Defaulted
2821,1737,Business,41734.45,39,Paid
2822,9578,Auto,13287.4,11,In_Progress
2823,4090,Auto,10272.35,18,Paid
2824,9931,Personal,5101.99,21,Paid
2825,3954,Business,35593.65,56,Paid
2826,5127,Business,24334.15,16,Paid
2827,1248,Personal,8319.97,18,Defaulted
2828,6632,Personal,24680.52,11,Paid
2829,8616,Business,49243.48,19,Paid
2830,1947,Personal,28330.06,54,Paid
2831,6093,Personal,43731.81,37,Defaulted
2832,4866,Auto,5330.2,25,Paid
2833,4237,Auto,45201.65,46,In_Progress
2834,2436,Personal,28348.44,34,Paid
2835,6724,Mortgage,27458.06,43,Default
2836,1306,Auto,7749.48,30,Defaulted
2837,7518,Personal,23386.13,59,Paid
2838,5019,Auto,24741.95,55,Paid
2839,7956,Personal,7859.7,17,Defaulted
2840,5328,Auto,17443.35,33,In_Progress
2841,8393,Mortgage,44064.64,28,In_Progress
2842,4783,Auto,2634.5,49,Defaulted
2843,6420,Personal,26659.28,35,Defaulted
2844,957,Business,39301.5,32,Paid
2845,9312,Business,48419.28,58,Paid
2846,1353,Auto,33246.81,29,Paid
2847,8915,Personal,2974.66,34,Defaulted
2848,2216,Business,36236.34,21,Paid
2849,3300,Personal,36727.84,9,Defaulted
2850,7778,Personal,27319.13,56,Defaulted
2851,9014,Personal,19512.71,28,Paid
2852,1506,Auto,22543.38,41,In_Progress
2853,3479,Business,47315.26,52,Default
2854,6593,Business,44482.52,25,Paid
2855,5540,Personal,14923.09,6,Paid
2856,5847,Personal,4629.39,28,In_Progress
2857,1856,Auto,37504.31,29,Default
2858,349,Personal,27116.96,14,In_Progress
2859,8407,Personal,32372.81,17,In_Progress
2860,687,Auto,47249.26,38,Defaulted
2861,5463,Personal,47201.12,8,Defaulted
2862,9386,Personal,41679.93,22,Paid
2863,347,Business,13981.86,7,Defaulted
2864,6759,Personal,40266.44,37,Default
2865,8923,Personal,42509.46,52,Defaulted
2866,3735,Personal,1043.61,8,Defaulted
2867,5549,Personal,21019.37,10,Defaulted
2868,9591,Personal,16337.24,28,Paid
2869,3796,Auto,42352.84,52,Default
2870,3448,Auto,6282.13,14,Default
2871,8224,Personal,31485.77,59,Defaulted
2872,7847,Personal,25950.02,26,Defaulted
2873,3510,Personal,46328.65,19,Defaulted
2874,2112,Personal,24238.24,44,In_Progress
2875,3829,Personal,4767.85,53,Default
2876,594,Personal,44578.05,26,Defaulted
2877,6534,Business,30457.96,33,Paid
2878,9202,Business,33747.27,19,In_Progress
2879,886,Personal,36281.92,40,Paid
2880,578,Auto,41561.98,44,Defaulted
2881,2926,Business,37199.0,45,Default
2882,4031,Mortgage,13606.06,52,Default
2883,1194,Personal,47946.04,7,Paid
2884,7373,Auto,8123.79,28,Defaulted
2885,5990,Personal,21304.56,41,Default
2886,9672,Personal,27089.2,41,Defaulted
2887,2650,Auto,3636.83,16,Default
2888,4286,Auto,7109.01,6,In_Progress
2889,4554,Personal,10256.55,18,Defaulted
2890,4553,Business,43639.8,41,Defaulted
2891,6108,Mortgage,30469.13,28,Paid
2892,3719,Personal,5936.13,17,Paid
2893,5121,Business,36908.78,56,Defaulted
2894,9073,Personal,23358.14,11,In_Progress
2895,3211,Personal,8797.5,19,Defaulted
2896,2288,Personal,28513.68,27,Defaulted
2897,5616,Mortgage,19848.34,59,Paid
2898,9467,Mortgage,32770.4,42,Defaulted
2899,6255,Business,49035.5,36,Defaulted
2900,6143,Business,36651.63,29,Paid
2901,2011,Personal,26111.98,11,Defaulted
2902,6947,Personal,31021.13,9,Default
2903,9839,Personal,38919.45,57,Paid
2904,6671,Auto,12268.58,45,In_Progress
2905,1919,Personal,7628.68,44,Default
2906,3086,Business,29222.62,39,Paid
2907,9966,Personal,37534.07,26,Paid
2908,2935,Personal,21693.98,34,Defaulted
2909,1404,Business,10495.74,39,Default
2910,9368,Mortgage,32266.16,31,Paid
2911,5410,Personal,34161.38,46,Defaulted
2912,7840,Personal,39644.26,11,Paid
2913,3420,Mortgage,29726.56,32,Defaulted
2914,1040,Business,18930.72,43,Defaulted
2915,4311,Personal,11736.86,18,Default
2916,6944,Personal,3082.29,29,Paid
2917,2508,Auto,20640.37,23,In_Progress
2918,169,Personal,38739.22,17,Defaulted
2919,4917,Personal,37891.09,6,Paid
2920,2805,Personal,47157.86,43,Defaulted
2921,7083,Business,1885.9,34,Paid
2922,1854,Personal,9654.53,19,Default
2923,4861,Personal,33400.21,59,Paid
2924,94,Business,27547.5,14,In_Progress
2925,5561,Personal,36187.05,42,Defaulted
2926,4830,Personal,20046.73,41,In_Progress
2927,195,Business,18284.59,48,In_Progress
2928,8631,Mortgage,35240.23,21,In_Progress
2929,671,Personal,21024.14,43,Defaulted
2930,9654,Business,13697.08,17,In_Progress
2931,5795,Mortgage,15778.82,11,Default
2932,3222,Mortgage,11756.39,16,In_Progress
2933,4495,Personal,1548.75,26,In_Progress
2934,7496,Mortgage,34906.06,24,Paid
2935,2738,Business,37004.91,40,Default
2936,9969,Personal,39797.49,11,Paid
2937,1450,Personal,9786.49,27,Default
2938,3960,Personal,45785.01,29,Defaulted
2939,945,Mortgage,17231.78,34,Defaulted
2940,737,Business,44829.73,28,Default
2941,6471,Personal,14342.0,33,Defaulted
2942,6884,Personal,3063.78,24,Default
2943,8674,Personal,26388.77,54,In_Progress
2944,5248,Auto,26983.93,50,In_Progress
2945,7595,Personal,45145.64,11,Defaulted
2946,8851,Personal,33831.74,26,Paid
2947,6368,Personal,41489.85,30,Default
2948,2930,Business,42798.95,10,Defaulted
2949,9975,Personal,24903.21,45,Default
2950,7642,Auto,45505.84,25,Defaulted
2951,5897,Business,36462.48,56,Defaulted
2952,3180,Personal,6355.04,49,Paid
2953,7366,Auto,13214.58,28,Paid
2954,417,Personal,6033.11,8,Default
2955,6994,Auto,29594.74,44,Defaulted
2956,3159,Mortgage,11939.87,45,Defaulted
2957,9787,Mortgage,47172.55,17,Paid
2958,2375,Personal,44774.83,41,Defaulted
2959,3726,Personal,39960.62,24,In_Progress
2960,6606,Mortgage,43997.59,7,Defaulted
2961,1077,Auto,42285.89,26,Defaulted
2962,1280,Mortgage,9592.53,34,Defaulted
2963,2644,Personal,5469.11,19,Paid
2964,9117,Personal,35216.96,24,Defaulted
2965,9351,Personal,17768.64,12,In_Progress
2966,4331,Personal,31679.36,30,Paid
2967,8030,Personal,32072.34,55,Defaulted
2968,602,Auto,43033.82,42,In_Progress
2969,4805,Personal,8923.08,42,Defaulted
2970,5977,Personal,44369.37,12,Paid
2971,4702,Auto,16903.88,28,Defaulted
2972,2210,Business,44648.71,10,Defaulted
2973,3603,Personal,10977.01,26,Defaulted
2974,7432,Mortgage,8844.85,29,Paid
2975,2014,Personal,31172.78,53,In_Progress
2976,9175,Business,45289.47,9,Paid
2977,4908,Auto,24854.5,52,Default
2978,1132,Personal,5040.9,16,Defaulted
2979,5172,Auto,43644.01,17,Defaulted
2980,1390,Mortgage,25379.61,29,Default
2981,8144,Personal,25761.52,44,Paid
2982,2568,Personal,11584.64,48,Paid
2983,4493,Personal,10731.18,6,In_Progress
2984,2986,Business,30882.88,33,Paid
2985,2836,Personal,22100.71,7,Defaulted
2986,9379,Personal,8242.18,27,Default
2987,3906,Auto,48885.17,28,Paid
2988,5092,Mortgage,3289.99,54,Paid
2989,6961,Business,3126.53,46,Defaulted
2990,4290,Auto,48951.96,50,Default
2991,1733,Business,11849.6,58,In_Progress
2992,473,Business,1689.65,44,Defaulted
2993,7553,Mortgage,20478.55,56,Defaulted
2994,6323,Mortgage,11712.64,34,In_Progress
2995,5462,Personal,40485.17,29,Defaulted
2996,7367,Personal,13419.79,28,Defaulted
2997,1020,Auto,41041.72,41,In_Progress
2998,6103,Mortgage,27008.42,54,Defaulted
2999,1375,Business,40446.91,13,In_Progress
3000,6619,Business,31082.09,56,Defaulted
3001,6934,Business,38034.49,50,Paid
3002,6321,Auto,23491.41,6,Paid
3003,8813,Personal,21634.16,8,Paid
3004,2478,Personal,23262.25,55,Default
3005,7140,Personal,37419.75,54,In_Progress
3006,6289,Business,22675.66,24,Paid
3007,876,Personal,15299.19,11,Defaulted
3008,2654,Personal,40720.43,56,In_Progress
3009,5564,Personal,21326.26,9,In_Progress
3010,1672,Auto,22905.75,27,Defaulted
3011,8240,Auto,5031.52,42,Paid
3012,2805,Personal,18957.47,35,Paid
3013,2862,Personal,41304.77,19,Defaulted
3014,2877,Business,33724.14,49,In_Progress
3015,5510,Personal,7454.23,26,Paid
3016,413,Mortgage,23984.62,6,Paid
3017,2111,Personal,46348.28,7,Default
3018,4830,Auto,12322.6,24,Default
3019,7726,Auto,41429.9,7,Defaulted
3020,8610,Personal,28646.73,35,Paid
3021,2388,Mortgage,18484.77,12,Paid
3022,6031,Mortgage,48604.52,30,Paid
3023,8058,Business,36333.9,8,In_Progress
3024,5357,Personal,16546.51,13,Defaulted
3025,280,Personal,10545.97,56,In_Progress
3026,2898,Mortgage,44039.92,17,Defaulted
3027,1706,Mortgage,29980.52,41,Paid
3028,8963,Auto,2793.37,21,Default
3029,4824,Personal,21962.74,9,In_Progress
3030,4353,Personal,22740.5,6,Defaulted
3031,4477,Personal,38996.71,31,Paid
3032,5347,Auto,12680.33,38,Paid
3033,7696,Business,23433.92,10,In_Progress
3034,5321,Auto,4902.21,33,Paid
3035,774,Business,7061.62,59,Defaulted
3036,7966,Personal,39904.47,44,Paid
3037,1517,Auto,26661.12,43,Default
3038,9067,Personal,19915.04,16,Defaulted
3039,2733,Mortgage,14046.27,41,Paid
3040,6244,Personal,48217.89,48,Paid
3041,9049,Auto,23941.15,19,Default
3042,8372,Personal,28611.84,28,Paid
3043,4215,Personal,49234.15,34,Paid
3044,7748,Personal,37891.93,10,Paid
3045,2133,Personal,19509.14,36,In_Progress
3046,6895,Personal,28267.42,28,Default
3047,488,Personal,20367.44,6,Defaulted
3048,148,Mortgage,28132.85,52,Paid
3049,5548,Personal,32694.95,19,Defaulted
3050,6049,Mortgage,48791.79,8,Paid
3051,8411,Auto,36850.98,53,Defaulted
3052,9531,Business,35158.77,6,Paid
3053,8919,Personal,5739.76,58,In_Progress
3054,3309,Personal,16646.67,29,Defaulted
3055,5169,Auto,14755.11,26,Defaulted
3056,9743,Auto,5929.5,19,Paid
3057,6122,Personal,43719.97,14,Paid
3058,4995,Personal,40848.43,35,In_Progress
3059,7619,Auto,39720.83,46,Defaulted
3060,3414,Personal,9651.96,13,Paid
3061,139,Auto,30385.68,31,Default
3062,951,Personal,26840.55,57,Paid
3063,5640,Auto,31014.55,48,Paid
3064,6181,Personal,39576.11,59,Defaulted
3065,3328,Personal,5601.86,42,Defaulted
3066,8110,Personal,10364.27,9,In_Progress
3067,2763,Business,14781.99,37,Defaulted
3068,2082,Personal,24058.68,59,In_Progress
3069,3250,Personal,29700.53,16,Defaulted
3070,1071,Mortgage,15954.41,13,Paid
3071,3544,Personal,6376.8,10,Defaulted
3072,7043,Auto,25856.52,16,Paid
3073,9118,Auto,3913.68,35,In_Progress
3074,9793,Personal,18818.78,18,In_Progress
3075,6885,Mortgage,3163.19,30,In_Progress
3076,7604,Personal,11721.31,27,In_Progress
3077,5059,Auto,6397.25,33,In_Progress
3078,1496,Business,22871.45,35,Paid
3079,2073,Mortgage,12532.9,13,Paid
3080,6330,Auto,3681.14,18,Paid
3081,4310,Personal,15609.28,21,Paid
3082,9289,Mortgage,44741.09,6,In_Progress
3083,7222,Personal,42277.48,24,In_Progress
3084,8848,Personal,44258.57,45,Paid
3085,5737,Personal,20188.39,54,Paid
3086,8876,Personal,44062.31,31,In_Progress
3087,6663,Business,47623.78,24,Paid
3088,1179,Business,47944.18,58,Defaulted
3089,4157,Personal,7086.89,15,Default
3090,2750,Personal,41352.82,26,Defaulted
3091,4365,Personal,17489.59,53,Paid
3092,4307,Personal,23037.75,38,Defaulted
3093,7185,Personal,33123.78,48,Paid
3094,7057,Auto,38124.96,6,Defaulted
3095,4351,Mortgage,45090.4,46,Default
3096,5648,Mortgage,47932.67,26,In_Progress
3097,5118,Personal,38729.34,25,In_Progress
3098,8973,Personal,12771.67,24,Defaulted
3099,8389,Personal,25911.81,26,Paid
3100,9235,Auto,17938.61,40,Defaulted
3101,5725,Business,43389.16,25,Defaulted
3102,1782,Business,25269.3,47,Paid
3103,8312,Personal,42970.84,40,Defaulted
3104,2614,Personal,48737.88,27,Defaulted
3105,8645,Business,15093.96,39,Paid
3106,990,Personal,2432.07,47,Paid
3107,1949,Auto,11501.79,43,Paid
3108,8314,Auto,32347.56,51,Defaulted
3109,2805,Personal,40645.56,51,Defaulted
3110,304,Mortgage,37671.9,34,Paid
3111,9988,Mortgage,40345.28,25,Default
3112,1803,Business,46306.32,31,Paid
3113,270,Personal,11994.77,36,In_Progress
3114,1392,Personal,3452.31,10,Paid
3115,1124,Mortgage,17090.06,43,Paid
3116,6328,Auto,42835.95,46,Paid
3117,6221,Business,36663.26,9,Default
3118,6880,Personal,2617.96,36,Defaulted
3119,4274,Personal,8578.74,43,Paid
3120,8382,Mortgage,46555.63,43,Defaulted
3121,1289,Personal,25312.84,35,Default
3122,2995,Personal,32364.98,14,Default
3123,2934,Auto,5618.73,41,Default
3124,5073,Auto,29262.85,39,Defaulted
3125,5375,Personal,42460.81,30,Defaulted
3126,5837,Auto,45219.39,25,Paid
3127,7288,Personal,23077.88,52,In_Progress
3128,6558,Personal,29756.76,32,Paid
3129,8843,Mortgage,36760.08,39,Default
3130,4995,Business,20550.1,51,Defaulted
3131,6838,Auto,15318.53,24,Defaulted
3132,5809,Personal,5361.74,59,Defaulted
3133,5175,Business,10575.89,49,Defaulted
3134,8022,Personal,49151.27,33,Default
3135,5951,Mortgage,43687.0,46,In_Progress
3136,3957,Auto,17975.19,27,Paid
3137,2633,Personal,41683.41,44,Paid
3138,7769,Personal,38474.43,48,Defaulted
3139,5272,Personal,48408.36,10,Paid
3140,1068,Personal,2931.31,41,Defaulted
3141,2814,Personal,29371.29,22,In_Progress
3142,5813,Personal,35338.35,33,Defaulted
3143,7361,Personal,41641.73,49,Defaulted
3144,8773,Personal,40331.16,34,Default
3145,4887,Personal,14556.02,18,Defaulted
3146,6442,Personal,35474.37,42,Paid
3147,271,Mortgage,40674.99,34,Default
3148,9410,Mortgage,26278.45,43,Defaulted
3149,8306,Auto,25551.06,51,In_Progress
3150,5778,Personal,22617.48,8,In_Progress
3151,2255,Business,11182.38,52,Paid
3152,1867,Personal,41841.01,42,Default
3153,9706,Personal,25610.29,42,Paid
3154,1087,Auto,7597.85,21,Paid
3155,2442,Mortgage,45797.21,30,Defaulted
3156,7308,Personal,42396.06,23,In_Progress
3157,6871,Personal,21716.91,22,Defaulted
3158,6235,Personal,39307.72,16,Paid
3159,769,Mortgage,9143.77,8,Defaulted
3160,4705,Auto,48621.88,42,Paid
3161,4711,Business,5175.01,36,Paid
3162,9623,Business,44204.74,37,Paid
3163,7179,Mortgage,49896.97,29,Paid
3164,5425,Personal,15205.14,52,Paid
3165,836,Mortgage,40780.74,30,Default
3166,6347,Personal,45781.4,54,Default
3167,1456,Personal,47674.81,16,Paid
3168,905,Personal,36315.92,29,Paid
3169,783,Personal,31383.13,33,In_Progress
3170,617,Personal,6123.4,51,In_Progress
3171,9931,Personal,23991.44,49,Defaulted
3172,5231,Personal,20320.51,36,Paid
3173,762,Personal,2075.48,13,Defaulted
3174,5143,Auto,14991.16,34,In_Progress
3175,4617,Business,37421.33,23,Defaulted
3176,3718,Personal,15907.15,16,Default
3177,1804,Personal,2644.02,33,Paid
3178,8044,Personal,38748.02,49,Defaulted
3179,7662,Personal,40610.55,7,Default
3180,3471,Business,2331.8,10,Paid
3181,8449,Auto,41963.41,14,Defaulted
3182,9869,Personal,40047.68,54,In_Progress
3183,6369,Personal,31427.61,42,Default
3184,8779,Business,3180.65,27,Paid
3185,3390,Personal,47255.71,26,Paid
3186,2256,Mortgage,5913.02,44,Default
3187,7925,Personal,36250.02,39,Defaulted
3188,5251,Mortgage,38428.8,55,Default
3189,1040,Personal,47407.45,28,Defaulted
3190,5280,Personal,47430.41,42,Paid
3191,7642,Personal,14662.67,8,Default
3192,1371,Personal,12368.11,48,Paid
3193,7017,Business,21138.71,40,Defaulted
3194,6320,Personal,46834.63,40,Default
3195,8460,Personal,36475.26,47,Default
3196,419,Personal,45687.31,44,Default
3197,1171,Personal,11664.07,28,Defaulted
3198,4753,Mortgage,4332.52,41,Defaulted
3199,6911,Personal,2213.91,11,Defaulted
3200,4608,Personal,4491.62,18,Paid
3201,9609,Personal,42213.51,52,Default
3202,9902,Personal,43734.56,49,Defaulted
3203,9935,Mortgage,45939.74,54,Paid
3204,6029,Auto,21017.74,52,In_Progress
3205,739,Personal,23829.42,40,In_Progress
3206,186,Mortgage,10334.59,12,Paid
3207,7412,Personal,22615.31,51,Default
3208,7159,Auto,8657.91,7,Default
3209,3299,Auto,31272.06,33,Defaulted
3210,4703,Personal,1795.6,14,In_Progress
3211,5183,Mortgage,21986.23,48,Paid
3212,7378,Personal,49252.11,49,Paid
3213,4332,Mortgage,49727.16,35,In_Progress
3214,1810,Auto,38901.31,12,Paid
3215,7040,Auto,15644.56,43,Default
3216,8558,Auto,10741.37,23,Defaulted
3217,4432,Personal,2781.94,37,Defaulted
3218,7767,Mortgage,21501.39,40,Defaulted
3219,5535,Personal,23570.97,24,Defaulted
3220,243,Auto,4939.13,17,Default
3221,4533,Mortgage,43524.51,56,Paid
3222,7906,Personal,32867.71,43,Paid
3223,7724,Personal,19617.49,48,Default
3224,2609,Business,42898.29,17,Defaulted
3225,8272,Personal,21186.9,7,Paid
3226,3700,Personal,42556.21,47,Default
3227,2649,Personal,25286.64,18,Default
3228,1445,Personal,32133.4,22,Paid
3229,6832,Business,6341.55,21,Paid
3230,5459,Auto,13646.46,25,Defaulted
3231,9461,Personal,32954.99,8,Paid
3232,5759,Personal,21123.04,48,Defaulted
3233,4982,Personal,7519.96,56,Defaulted
3234,8955,Personal,8554.04,14,Defaulted
