transaction_id,account_id,transaction_type,transaction_date,amount
1763,6638,Deposit,2023-12-25,4758.63
1764,8393,Deposit,2021-11-28,3721.63
1765,9481,deposit,2022-02-26,3613.48
1766,3771,deposit,2023-12-21,8860.04
1767,2311,,2021-01-04,3855.37
1768,2114,Deposit,2022-08-13,7853.53
1769,9202,deposit,2020-06-28,2499.51
1770,9147,withdraw,2020-04-24,4294.98
1771,4865,withdraw,2021-12-06,5742.98
1772,5749,,2022-03-03,5648.78
1773,4959,,2023-02-18,5799.72
1774,7203,withdrawal,2022-11-25,7415.74
1775,3367,transfer,2022-10-23,5106.03
1776,8724,withdraw,2022-12-06,1840.83
1777,1377,transfer,2020-05-19,5814.96
1778,4311,withdrawal,2021-11-30,2987.02
1779,3125,withdrawal,2020-08-12,3012.33
1780,1164,,2022-03-06,1294.72
1781,1672,transfer,2022-01-13,9100.69
1782,448,Deposit,2020-01-31,658.16
1783,9071,transfer,2023-06-26,386.94
1784,9850,withdraw,2022-10-13,7251.67
1785,5771,transfer,2023-05-05,7051.41
1786,26,withdraw,2023-02-08,3511.77
1787,1574,withdraw,2020-11-11,7408.34
1788,6789,withdraw,2020-03-17,4882.56
1789,197,Deposit,2021-06-06,7285.29
1790,4208,Deposit,2022-08-31,5462.14
1791,1679,withdrawal,2023-10-17,7327.19
1792,5995,deposit,2021-10-05,7728.97
1793,5591,Deposit,2021-11-22,2842.8
1794,3219,Deposit,2021-07-12,3858.57
1795,7249,withdrawal,2021-09-25,5049.39
1796,2002,withdrawal,2022-08-20,1913.51
1797,23,withdrawal,2021-10-12,9703.68
1798,9406,transfer,2022-06-02,9242.14
1799,8148,withdraw,2021-07-15,7772.01
1800,2329,Deposit,2023-05-25,1990.89
1801,6304,,2021-02-10,4536.35
1802,6428,withdraw,2021-12-21,9273.57
1803,2139,deposit,2022-12-12,6126.0
1804,5748,withdrawal,2020-12-16,3860.48
1805,493,deposit,2021-10-15,924.96
1806,4580,,2023-08-19,1010.43
1807,4236,,2023-09-08,6786.15
1808,9679,,2023-02-06,3122.19
1809,5996,withdrawal,2022-01-08,4972.34
1810,7507,withdrawal,2020-09-09,7518.13
1811,5530,deposit,2022-09-05,1836.36
1812,9813,withdraw,2022-07-07,785.6
1813,1637,,2023-01-23,3772.68
1814,939,deposit,2023-04-25,1632.7
1815,6578,transfer,2023-09-29,5108.46
1816,9116,Deposit,2021-07-15,5532.14
1817,4121,Deposit,2020-07-07,1114.62
1818,6003,withdraw,2021-10-18,7930.87
1819,1492,withdraw,2020-05-03,243.13
1820,5327,withdraw,2020-06-08,3447.9
1821,9618,deposit,2023-07-25,477.48
1822,8360,deposit,2020-10-22,7073.84
1823,1367,,2023-09-19,8786.37
1824,7235,deposit,2023-10-12,3488.22
1825,3775,withdrawal,2023-06-25,3288.83
1826,8332,deposit,2020-11-03,6946.2
1827,9478,Deposit,2020-06-04,8716.64
1828,8698,Deposit,2021-03-03,8872.57
1829,838,withdrawal,2022-08-07,5846.91
1830,940,deposit,2022-05-21,5944.27
1831,4309,deposit,2022-01-06,6197.46
1832,6489,transfer,2023-08-20,5086.02
1833,559,transfer,2020-01-22,5313.85
1834,9260,Deposit,2022-05-21,955.85
1835,6085,withdraw,2020-08-16,9826.58
1836,8599,,2022-03-23,628.23
1837,4183,Deposit,2020-10-10,4808.82
1838,3107,,2020-03-07,7856.2
1839,8913,withdrawal,2021-05-08,5834.93
1840,4262,deposit,2021-11-23,970.23
1841,7348,transfer,2020-01-06,5558.77
1842,3586,,2021-07-01,9054.4
1843,5011,Deposit,2023-08-23,6223.6
1844,879,,2022-05-04,7795.44
1845,2495,withdrawal,2020-03-17,4630.34
1846,7875,withdraw,2021-07-09,3127.83
1847,9694,Deposit,2022-01-19,2009.04
1848,7521,deposit,2022-12-04,8493.67
1849,8222,deposit,2023-10-26,7068.05
1850,679,transfer,2021-04-01,1787.18
1851,8416,withdrawal,2022-07-25,5521.78
1852,7625,withdraw,2023-02-07,7099.87
1853,4157,withdraw,2020-12-13,5684.67
1854,6320,withdrawal,2023-11-15,9495.34
1855,5727,transfer,2020-07-29,1856.13
1856,9679,deposit,2020-12-16,7146.3
1857,6285,withdraw,2023-06-04,6169.04
1858,4182,withdrawal,2020-12-14,9190.06
1859,3560,transfer,2022-12-06,8627.15
1860,3467,deposit,2021-02-20,6488.12
1861,1448,withdrawal,2021-06-17,4365.22
1862,7276,transfer,2021-08-01,1649.23
1863,8774,Deposit,2022-01-22,8030.66
1864,1950,withdrawal,2022-10-17,8246.26
1865,4510,withdraw,2023-02-01,3627.41
1866,206,withdrawal,2021-05-02,2270.21
1867,9142,deposit,2021-05-02,9317.62
1868,775,withdrawal,2023-08-28,4694.26
1869,9283,,2020-03-17,7364.76
1870,479,deposit,2022-11-01,6220.61
1871,9354,transfer,2020-01-05,6999.33
1872,8417,Deposit,2021-12-17,195.28
1873,9277,deposit,2021-03-14,6266.22
1874,3961,transfer,2021-09-30,5501.1
1875,1317,transfer,2021-05-13,7537.38
1876,15,Deposit,2022-04-21,9377.92
1877,8242,withdraw,2023-06-30,8300.94
1878,7940,withdraw,2020-10-20,4427.35
1879,5221,withdrawal,2020-08-12,5959.85
1880,3498,withdraw,2020-04-07,2393.34
1881,964,withdrawal,2022-12-14,33.98
1882,5130,deposit,2023-08-19,1461.44
1883,123,,2022-01-21,731.67
1884,4758,,2020-09-26,7501.18
1885,1919,,2021-05-04,1884.59
1886,8863,,2023-04-01,1122.58
1887,3044,deposit,2022-09-24,2857.54
1888,3273,withdrawal,2023-03-28,9336.9
1889,7266,Deposit,2021-02-21,2754.83
1890,2768,Deposit,2023-07-10,6572.29
1891,846,withdraw,2021-01-17,8337.59
1892,559,deposit,2020-08-02,8290.9
1893,6514,deposit,2021-06-09,9437.7
1894,589,,2022-03-03,3630.67
1895,1354,Deposit,2020-04-26,4884.92
1896,5341,transfer,2022-10-13,2383.3
1897,4443,Deposit,2023-11-16,658.38
1898,1590,Deposit,2021-02-27,9781.98
1899,8251,transfer,2022-02-12,8667.89
1900,2080,withdraw,2022-04-26,3157.15
1901,7826,withdrawal,2022-10-07,7901.12
1902,3716,withdraw,2021-06-15,8298.78
1903,8400,,2020-03-21,2458.61
1904,2386,transfer,2021-08-30,9338.43
1905,310,transfer,2023-04-25,3211.58
1906,6553,withdraw,2020-05-13,5684.03
1907,1662,,2023-04-05,7978.36
1908,2186,,2022-09-14,5905.01
1909,2439,withdrawal,2023-03-06,2602.2
1910,6526,withdraw,2022-01-10,9327.96
1911,9973,deposit,2023-03-31,44.45
1912,4801,deposit,2021-08-09,5253.54
1913,1889,deposit,2022-05-11,457.05
1914,5089,withdrawal,2020-08-02,6551.35
1915,5993,withdrawal,2020-11-10,433.65
1916,4558,transfer,2021-12-19,576.31
1917,9863,Deposit,2020-04-26,4936.65
1918,4014,withdrawal,2020-11-13,6881.5
1919,6891,,2022-05-31,4215.5
1920,3139,Deposit,2020-03-11,9140.6
1921,9818,deposit,2021-08-29,9271.11
1922,3686,deposit,2023-06-18,4492.54
1923,2219,Deposit,2023-10-18,6026.07
1924,7047,withdraw,2022-11-11,9790.89
1925,3306,transfer,2020-02-07,8219.24
1926,1328,transfer,2021-10-15,1351.85
1927,9722,withdraw,2020-08-25,720.65
1928,5615,,2022-12-10,5697.82
1929,8749,Deposit,2023-11-11,8427.86
1930,6681,Deposit,2022-11-09,7574.31
1931,6148,withdrawal,2023-03-04,6269.3
1932,3460,deposit,2023-11-25,8350.66
1933,6374,deposit,2023-02-14,1310.46
1934,9658,Deposit,2021-10-28,4713.61
1935,9086,withdrawal,2021-05-31,7895.44
1936,3946,,2020-03-05,1607.49
1937,195,,2021-10-18,3740.57
1938,4252,withdrawal,2020-06-13,4597.63
1939,4206,transfer,2020-12-13,759.29
1940,3531,transfer,2023-07-06,234.98
1941,1701,Deposit,2022-07-25,5081.11
1942,5841,,2022-10-19,9070.71
1943,4733,transfer,2020-09-01,1035.23
1944,3891,withdrawal,2021-10-01,1303.34
1945,7967,withdraw,2020-08-09,585.63
1946,4693,deposit,2021-08-12,3627.94
1947,3818,Deposit,2022-11-06,3945.94
1948,7633,,2023-09-13,9833.36
1949,9259,transfer,2021-08-02,8230.54
1950,987,transfer,2022-07-08,3661.48
1951,8476,withdrawal,2021-03-06,3813.48
1952,8955,transfer,2021-05-19,4168.25
1953,3239,deposit,2021-01-17,5907.6
1954,5825,Deposit,2020-11-27,8765.98
1955,7568,transfer,2022-04-18,2302.95
1956,8771,withdraw,2021-08-01,2463.17
1957,8911,withdraw,2023-06-01,9904.53
1958,9028,,2023-03-08,4896.74
1959,2596,,2022-02-08,6847.84
1960,8575,Deposit,2023-07-20,8085.26
1961,6942,withdraw,2021-11-12,4898.11
1962,6493,withdraw,2022-04-05,173.93
1963,8983,,2020-05-04,7499.16
1964,447,transfer,2023-07-26,5835.32
1965,3595,withdraw,2020-02-02,8778.48
1966,2936,transfer,2023-05-22,8008.47
1967,9747,deposit,2020-10-27,3955.6
1968,4395,withdrawal,2020-03-18,435.62
1969,3147,,2020-10-31,5502.18
1970,649,transfer,2023-02-03,9811.69
1971,6894,withdrawal,2021-06-15,1722.72
1972,8845,transfer,2020-04-20,5077.21
1973,9025,transfer,2020-06-29,1207.28
1974,8393,Deposit,2021-10-18,9392.66
1975,1512,transfer,2020-12-30,8274.84
1976,8287,withdraw,2022-01-22,5376.59
1977,131,withdraw,2020-06-13,6390.89
1978,8306,transfer,2021-04-28,6462.46
1979,3162,,2020-10-31,9538.87
1980,2846,,2021-03-27,9709.25
1981,9438,,2022-11-19,6655.76
1982,9483,deposit,2022-04-01,2947.16
1983,7713,withdraw,2020-03-25,6398.31
1984,3589,withdrawal,2022-05-24,5564.14
1985,8891,deposit,2023-04-08,7892.31
1986,2296,withdrawal,2020-12-16,8633.1
1987,6755,transfer,2021-06-11,6380.02
1988,9793,transfer,2020-03-11,5173.42
1989,3268,transfer,2022-08-28,8570.78
1990,6714,withdraw,2023-06-20,4468.7
1991,9402,,2023-02-14,4776.8
1992,8678,deposit,2021-09-25,181.26
1993,677,withdrawal,2022-08-09,728.04
1994,9215,Deposit,2023-02-06,4301.54
1995,8764,,2023-08-05,86.04
1996,7483,deposit,2020-01-29,2042.55
1997,5514,withdrawal,2023-02-11,6799.09
1998,801,Deposit,2022-05-12,6292.27
1999,8315,deposit,2020-12-12,5672.72
2000,1870,deposit,2022-05-20,8252.99
2001,932,,2023-05-02,3620.04
2002,806,transfer,2022-10-18,6602.18
2003,7962,,2023-02-10,6449.02
2004,3987,deposit,2021-03-06,6595.47
2005,6733,,2022-02-18,6742.36
2006,1111,,2020-12-05,8025.56
2007,1616,,2020-02-09,6086.83
2008,1433,withdrawal,2022-10-25,8762.88
2009,7549,transfer,2021-03-15,4282.27
2010,1498,deposit,2023-08-29,9734.81
2011,1917,transfer,2022-08-30,345.83
2012,8277,Deposit,2020-12-31,1349.48
2013,5897,withdrawal,2023-07-04,846.28
2014,9839,Deposit,2021-11-03,4388.38
2015,8068,withdrawal,2020-07-06,5882.95
2016,8502,withdraw,2023-01-01,4431.07
2017,3071,Deposit,2023-06-08,2109.32
2018,9640,withdraw,2020-02-03,2328.1
2019,6921,,2022-12-31,8073.76
2020,4348,transfer,2023-10-11,543.77
2021,5593,Deposit,2023-06-08,9915.16
2022,5378,deposit,2021-04-25,7209.9
2023,76,,2021-05-05,9212.73
2024,3859,withdrawal,2023-11-12,1836.4
2025,3705,deposit,2022-01-17,5596.49
2026,6501,deposit,2020-06-25,5294.32
2027,8549,,2022-10-31,6211.91
2028,1994,transfer,2021-09-26,7779.03
2029,9314,transfer,2020-08-05,7140.36
2030,2832,deposit,2023-03-02,3935.75
2031,105,,2023-03-27,8694.28
2032,6791,deposit,2021-07-31,152.35
2033,6340,deposit,2020-05-23,2539.82
2034,1767,withdrawal,2020-07-28,5199.45
2035,3039,transfer,2023-09-17,8592.82
2036,5004,Deposit,2020-03-30,3995.11
2037,6021,transfer,2022-11-01,7762.58
2038,9739,deposit,2022-11-15,2658.39
2039,1487,Deposit,2020-11-19,9693.74
2040,8709,,2023-06-28,164.4
2041,4400,,2020-08-29,1776.61
2042,3029,Deposit,2021-06-22,228.89
2043,4487,Deposit,2021-07-18,181.21
2044,2915,transfer,2022-05-04,9058.16
2045,8488,deposit,2023-01-13,2766.23
2046,1989,,2023-04-14,2350.33
2047,4578,,2020-10-19,2678.55
2048,4946,,2022-12-04,8030.16
2049,7398,deposit,2021-12-15,3124.74
2050,8160,withdraw,2021-10-04,5935.1
2051,8337,withdrawal,2021-01-24,8584.97
2052,3033,transfer,2023-11-14,3194.54
2053,6067,,2020-06-05,1466.62
2054,2256,withdraw,2020-06-09,684.1
2055,8638,withdraw,2022-10-14,5637.63
2056,4510,,2022-02-17,6062.22
2057,5922,withdraw,2020-08-10,8711.74
2058,7404,transfer,2022-06-30,4740.7
2059,8737,withdrawal,2020-05-03,8673.65
2060,1155,Deposit,2022-03-15,5149.71
2061,4799,withdrawal,2023-03-19,5906.28
2062,3853,withdrawal,2023-12-24,5380.53
2063,4852,,2021-06-30,3011.15
2064,6536,,2022-03-28,8438.18
2065,2866,deposit,2022-06-03,8844.23
2066,5189,withdraw,2023-11-12,8485.76
2067,9659,withdraw,2023-07-16,1082.13
2068,8287,Deposit,2023-08-22,6668.34
2069,4856,deposit,2020-01-16,4446.46
2070,258,Deposit,2021-05-27,986.58
2071,7431,,2022-11-23,627.46
2072,4490,transfer,2020-12-19,6981.47
2073,6685,deposit,2022-09-18,3982.4
2074,4830,withdraw,2023-02-01,3827.59
2075,9172,Deposit,2023-08-05,2138.62
2076,7330,deposit,2020-05-22,6025.22
2077,8648,deposit,2022-09-03,1492.46
2078,2018,withdrawal,2021-11-28,50.7
2079,173,deposit,2020-12-02,150.58
2080,8775,deposit,2021-11-23,3684.87
2081,2746,withdraw,2022-10-12,7190.67
2082,1358,transfer,2021-01-10,6029.68
2083,6740,Deposit,2023-05-12,2514.39
2084,7397,transfer,2020-02-27,1028.51
2085,7514,deposit,2021-08-11,3624.82
2086,4826,withdraw,2022-11-28,8965.19
2087,2995,withdraw,2021-07-14,3475.41
2088,6310,withdraw,2023-09-18,1208.93
2089,449,withdraw,2022-05-30,8912.69
2090,188,withdrawal,2020-12-09,3246.53
2091,4554,deposit,2023-01-16,7721.89
2092,3447,withdrawal,2020-11-28,2738.38
2093,2822,withdrawal,2023-10-11,8692.48
2094,6210,deposit,2022-06-19,827.82
2095,9285,withdraw,2022-08-08,2539.38
2096,1126,Deposit,2022-04-25,7277.43
2097,5498,withdraw,2023-11-10,3951.18
2098,4607,withdraw,2020-12-30,5510.53
2099,3478,withdrawal,2023-06-24,2777.4
2100,7745,transfer,2021-05-12,3618.92
2101,3068,withdraw,2022-04-15,6068.63
2102,8113,deposit,2022-12-22,7926.35
2103,9612,deposit,2022-05-17,8920.74
2104,4723,deposit,2022-10-15,3594.75
2105,3707,withdrawal,2023-06-17,6307.74
2106,4542,Deposit,2023-01-09,4984.68
2107,1650,Deposit,2022-12-26,6566.66
2108,2642,Deposit,2021-08-22,6222.5
2109,2774,withdraw,2022-08-23,6206.15
2110,3841,withdraw,2023-09-24,4368.39
2111,324,transfer,2023-01-26,2942.48
2112,1539,transfer,2021-11-09,4218.23
2113,456,transfer,2021-04-15,8372.49
2114,6921,withdrawal,2020-09-23,3435.12
2115,1362,Deposit,2023-10-22,8615.77
2116,7493,withdraw,2023-08-02,1670.89
2117,1814,transfer,2022-03-28,5541.8
2118,613,withdrawal,2021-08-01,1100.17
2119,6551,,2023-07-19,4430.16
2120,4688,transfer,2023-03-29,9705.62
2121,7653,withdraw,2022-05-17,6266.94
2122,2540,transfer,2021-12-02,188.03
2123,6695,withdrawal,2020-08-17,8227.08
2124,6682,,2021-12-26,5010.5
2125,9207,,2021-05-12,6718.77
2126,3336,withdrawal,2022-08-29,6424.87
2127,9685,transfer,2020-07-24,1892.99
2128,1076,withdraw,2020-07-17,4061.58
2129,6014,withdrawal,2020-11-17,2156.84
2130,7574,Deposit,2020-12-25,1794.06
2131,3558,withdrawal,2023-11-19,5574.82
2132,2616,deposit,2021-05-11,2044.24
2133,6699,transfer,2021-04-02,2022.41
2134,5677,Deposit,2022-06-20,6269.14
2135,9518,withdraw,2023-03-06,4027.52
2136,8049,Deposit,2020-06-01,2034.56
2137,33,,2020-11-05,3842.32
2138,5247,,2021-03-27,5798.41
2139,9823,withdrawal,2020-09-24,5991.55
2140,2844,withdrawal,2023-05-26,8981.6
2141,2398,deposit,2022-06-20,9302.41
2142,7010,,2022-01-26,2038.14
2143,7249,Deposit,2020-07-20,4908.35
2144,2739,withdrawal,2020-12-25,4461.58
2145,6691,withdraw,2023-02-10,7675.12
2146,493,withdraw,2023-08-10,1934.61
2147,8925,,2023-04-03,2268.71
2148,7354,Deposit,2021-05-22,1590.47
2149,7296,Deposit,2023-03-22,7325.42
2150,8087,deposit,2021-03-03,2282.49
2151,270,Deposit,2022-12-19,4202.53
2152,2872,withdraw,2022-06-28,2604.43
2153,5017,Deposit,2020-03-07,9823.06
2154,3563,withdrawal,2021-09-19,6483.5
2155,8135,withdrawal,2021-08-02,2863.41
2156,2190,,2021-11-06,1169.02
2157,1562,,2020-10-07,4392.69
2158,744,Deposit,2022-10-28,1819.71
2159,5792,transfer,2023-07-28,1680.45
2160,9565,Deposit,2023-12-14,2957.53
2161,2280,deposit,2020-11-30,9664.17
2162,2491,withdraw,2020-07-06,4004.36
2163,5703,withdraw,2022-03-23,2111.5
2164,8505,Deposit,2021-07-12,3291.13
2165,8393,transfer,2022-04-29,4782.71
2166,8195,withdraw,2020-02-11,727.74
2167,8096,transfer,2020-06-26,3056.89
2168,5263,withdraw,2020-01-04,1440.58
2169,8329,withdrawal,2020-11-05,912.21
2170,9388,deposit,2022-03-09,9090.84
2171,7761,withdraw,2023-01-08,2848.61
2172,1180,Deposit,2020-03-01,2099.27
2173,9213,withdrawal,2023-04-11,7006.51
2174,1965,transfer,2021-01-12,583.91
2175,1805,deposit,2023-11-11,9732.66
2176,50,transfer,2022-07-31,9850.13
2177,5542,transfer,2023-12-27,7651.28
2178,8997,withdraw,2021-05-29,9870.39
2179,7657,withdrawal,2020-01-03,2568.58
2180,8608,deposit,2021-04-21,2553.78
2181,7608,withdrawal,2023-01-11,8690.73
2182,1639,withdrawal,2020-02-28,6078.97
2183,8987,,2022-11-24,7233.6
2184,8755,withdraw,2020-11-04,147.99
2185,2736,transfer,2023-11-24,4643.94
2186,8008,withdrawal,2023-10-31,2790.65
2187,5843,transfer,2023-04-17,1548.29
2188,5470,withdrawal,2020-06-02,5192.72
2189,8970,deposit,2021-11-08,2776.07
2190,4702,Deposit,2021-01-03,5438.65
2191,7561,Deposit,2022-12-27,791.24
2192,3056,Deposit,2023-10-24,7979.17
2193,86,withdraw,2023-12-12,9496.12
2194,4191,withdraw,2020-08-30,6297.68
2195,8238,transfer,2020-10-03,1436.41
2196,8074,withdraw,2021-11-11,7493.26
2197,2084,Deposit,2020-03-29,8784.9
2198,8202,withdraw,2023-07-06,3671.11
2199,2940,Deposit,2020-08-24,5142.56
2200,9243,withdrawal,2020-11-07,646.21
2201,8783,,2020-07-08,5481.34
2202,8224,Deposit,2023-11-26,484.21
2203,4142,Deposit,2021-12-29,3527.48
2204,572,deposit,2023-06-01,2790.18
2205,7236,,2020-01-15,1837.53
2206,8209,deposit,2023-05-02,8531.68
2207,1541,deposit,2022-02-04,6038.41
2208,4049,deposit,2022-11-19,6783.89
2209,1079,Deposit,2021-04-04,4928.31
2210,1386,transfer,2023-04-05,7477.32
2211,131,deposit,2022-04-11,3707.44
2212,2546,withdraw,2023-06-12,4419.32
2213,6723,withdraw,2023-06-23,841.32
2214,7453,withdraw,2020-11-14,3203.57
2215,6792,Deposit,2020-01-07,1064.46
2216,2424,withdrawal,2020-03-26,4821.58
2217,4741,,2023-09-13,9387.99
2218,7482,,2020-08-02,8112.15
2219,9534,withdrawal,2022-04-23,4378.08
2220,8986,deposit,2020-09-18,3014.06
2221,7438,withdraw,2021-11-28,3300.94
2222,3545,,2023-07-31,4731.84
2223,3616,deposit,2020-09-17,2435.81
2224,4091,Deposit,2020-02-25,3388.02
2225,2535,withdraw,2021-09-24,4927.87
2226,2857,deposit,2021-05-24,8412.25
2227,5881,transfer,2023-12-05,962.76
2228,8846,Deposit,2021-03-19,4053.77
2229,6192,,2023-03-01,1912.13
2230,4443,,2021-06-24,6373.96
2231,5414,Deposit,2021-09-14,5711.37
2232,2411,Deposit,2020-09-19,5776.85
2233,7657,transfer,2023-12-10,5332.24
2234,5144,,2022-07-04,7338.5
2235,3610,withdrawal,2023-09-05,1549.05
2236,682,,2023-10-23,1866.17
2237,1119,withdrawal,2021-07-08,7091.9
2238,4477,transfer,2020-12-21,1326.44
2239,4749,,2022-04-07,7272.49
2240,2975,withdrawal,2021-04-21,1652.58
2241,5856,transfer,2021-10-29,9915.83
2242,1303,deposit,2020-02-09,460.85
2243,5285,transfer,2023-09-08,7766.41
2244,1901,withdrawal,2022-09-13,2327.27
2245,1083,transfer,2022-09-07,3243.06
2246,8634,transfer,2022-03-15,9119.02
2247,3784,withdraw,2020-12-20,3072.92
2248,2642,transfer,2020-11-10,3776.55
2249,1801,withdrawal,2021-03-22,1830.22
2250,3350,Deposit,2021-12-13,780.97
2251,4683,deposit,2020-06-11,1088.78
2252,7990,transfer,2020-11-09,5940.67
2253,5014,withdrawal,2023-03-07,477.62
2254,9201,,2023-06-18,2264.61
2255,9230,,2022-06-03,3941.19
2256,1103,withdrawal,2021-10-22,1093.91
2257,434,withdraw,2023-08-15,7485.61
2258,8669,,2023-06-10,9715.0
2259,3934,withdrawal,2020-08-03,8950.82
2260,6545,Deposit,2023-10-14,9536.96
2261,7937,withdrawal,2020-05-08,5453.2
2262,3214,Deposit,2023-04-12,1489.15
2263,3311,,2023-02-24,6671.33
2264,7735,deposit,2022-07-15,606.14
2265,3564,transfer,2021-07-28,4766.52
2266,384,deposit,2023-12-24,7895.22
2267,9059,transfer,2020-10-09,8550.64
2268,863,,2022-12-03,2960.74
2269,8460,deposit,2020-06-22,2227.17
2270,9538,Deposit,2021-07-26,6897.8
2271,5519,transfer,2023-03-09,1396.28
2272,3490,transfer,2023-06-04,9940.15
2273,5500,deposit,2023-10-16,3328.33
2274,990,withdraw,2023-07-19,7496.24
2275,6990,,2023-11-29,7258.49
2276,7048,withdraw,2021-09-03,3108.77
2277,4679,deposit,2023-02-14,3868.11
2278,7270,withdrawal,2020-07-10,8418.41
2279,6024,deposit,2020-05-02,2287.26
2280,3368,,2020-09-25,609.78
2281,9110,Deposit,2021-03-09,1481.17
2282,2569,Deposit,2020-05-07,6843.95
2283,7228,withdrawal,2020-07-02,2382.01
2284,8022,,2020-05-15,5675.49
2285,5922,withdraw,2023-05-23,3941.54
2286,6052,Deposit,2021-11-15,8683.46
2287,9564,,2020-12-19,4879.68
2288,3967,Deposit,2023-03-21,1404.7
2289,9799,transfer,2022-06-04,8330.02
2290,7846,,2020-01-21,835.83
2291,1887,transfer,2021-10-14,8284.16
2292,9709,withdrawal,2023-08-22,424.54
2293,7705,Deposit,2021-03-10,46.31
2294,2880,deposit,2022-10-24,7557.79
2295,161,withdraw,2022-07-18,5605.26
2296,8517,withdrawal,2023-01-01,2158.01
2297,638,deposit,2022-07-09,9659.82
2298,8477,deposit,2020-04-14,6373.76
2299,2043,withdrawal,2023-09-26,2393.28
2300,7610,withdrawal,2020-05-11,4165.73
2301,85,Deposit,2020-11-15,9132.65
2302,738,withdraw,2022-04-27,2041.97
2303,4785,,2020-01-25,9269.33
2304,6383,Deposit,2023-12-18,2175.67
2305,1488,,2021-06-02,245.01
2306,3437,,2021-11-15,2691.69
2307,704,deposit,2020-10-03,555.66
2308,4270,,2021-11-04,2337.14
2309,7099,Deposit,2021-03-07,2727.14
2310,725,Deposit,2022-07-06,4172.65
2311,91,withdraw,2020-03-31,2834.14
2312,1770,transfer,2020-03-01,7120.27
2313,677,withdraw,2020-11-30,9708.62
2314,9539,Deposit,2021-09-22,484.64
2315,6571,transfer,2022-06-17,5135.25
2316,4205,,2021-09-14,2624.15
2317,6690,deposit,2023-05-13,4632.76
2318,4797,withdraw,2020-02-25,7048.89
2319,2375,withdrawal,2023-05-01,8769.24
2320,9949,deposit,2022-05-28,8867.95
2321,3523,transfer,2021-08-07,1639.86
2322,4781,deposit,2021-11-09,5630.75
2323,8873,withdrawal,2022-11-15,2836.16
2324,6068,withdrawal,2023-07-21,4983.24
2325,1292,withdraw,2023-09-13,9200.72
2326,2686,,2020-01-15,616.05
2327,9975,withdraw,2020-10-04,5945.61
2328,2320,Deposit,2022-07-22,3603.59
2329,4355,Deposit,2022-03-24,8682.36
2330,7067,deposit,2020-01-21,2190.95
2331,8430,withdrawal,2022-09-02,3336.54
2332,6080,deposit,2020-02-15,212.92
2333,304,transfer,2020-03-29,4305.18
2334,1627,transfer,2021-05-22,6335.95
2335,1254,Deposit,2020-09-29,1969.64
2336,9119,,2023-01-24,6360.4
2337,1999,deposit,2022-01-21,7449.7
2338,9635,transfer,2022-12-25,1932.27
2339,4260,Deposit,2022-06-15,7555.16
2340,2402,deposit,2022-01-20,9328.35
2341,2750,withdrawal,2020-08-05,2232.57
2342,7297,transfer,2023-12-27,1358.64
2343,5062,,2023-08-07,3340.74
2344,6853,transfer,2022-12-19,1915.25
2345,861,withdrawal,2023-07-09,7754.71
2346,4934,Deposit,2022-06-04,1336.93
2347,9471,transfer,2021-02-28,235.11
2348,481,withdrawal,2023-05-09,3524.58
2349,1972,Deposit,2021-08-18,7849.44
2350,9053,withdraw,2022-08-02,6516.46
2351,8300,Deposit,2021-06-21,5310.05
2352,5821,transfer,2020-08-20,4584.9
2353,3914,Deposit,2020-06-10,6498.22
2354,2163,,2022-01-20,4926.9
2355,547,transfer,2020-08-09,7750.85
2356,6816,Deposit,2023-07-07,8665.76
2357,2687,withdraw,2020-12-24,1744.49
2358,3886,Deposit,2020-08-13,2327.27
2359,7716,withdraw,2020-09-21,5141.45
2360,2119,transfer,2020-03-09,8659.19
2361,8586,Deposit,2020-01-09,9184.91
2362,4634,withdrawal,2020-10-07,1266.98
2363,176,,2023-05-03,3038.33
2364,6157,withdraw,2022-03-03,7698.44
2365,4766,deposit,2020-11-02,9337.36
2366,4320,withdraw,2020-05-25,821.06
2367,3526,Deposit,2021-03-18,4700.44
2368,484,withdraw,2023-04-25,4961.94
2369,6338,Deposit,2020-11-04,95.79
2370,8504,transfer,2021-04-26,8544.79
2371,5406,transfer,2023-12-02,1082.86
2372,6711,,2020-08-29,8376.55
2373,4826,withdrawal,2023-09-18,219.5
2374,5337,deposit,2023-11-28,9830.48
2375,9386,,2021-08-05,5254.03
2376,518,transfer,2021-01-05,2995.24
2377,8456,withdrawal,2021-11-04,6066.79
2378,4937,deposit,2020-02-23,2845.07
2379,8408,withdrawal,2021-07-30,1086.2
2380,6470,transfer,2023-06-22,2528.82
2381,2600,,2020-07-18,8409.62
2382,4688,deposit,2021-03-10,2477.87
2383,4440,transfer,2023-10-28,4114.52
2384,5928,Deposit,2023-11-09,5499.24
2385,1128,,2021-10-26,8701.21
2386,2362,deposit,2023-05-29,118.24
2387,347,withdrawal,2021-07-17,8822.11
2388,7114,Deposit,2023-06-25,7413.88
2389,6966,withdrawal,2022-12-30,3873.83
2390,6963,transfer,2021-04-27,9920.59
2391,8842,transfer,2021-10-17,597.68
2392,8457,Deposit,2022-06-16,7380.27
2393,378,Deposit,2020-11-20,7201.31
2394,2942,deposit,2020-01-05,9469.06
2395,6938,withdrawal,2022-08-06,8246.03
2396,6306,withdraw,2022-10-15,5760.11
2397,3811,transfer,2023-06-17,2332.06
